"","Accession","Description","mean_mock","mean_vir","mean_avr","FC_vir","FC_avr","ttest_mock_vir","ttest_mock_avr","Peptides used for quantitation","Confidence score"
"223","AT1G11840.1","| Symbols: ATGLX1, GLX1 | glyoxalase I homolog | chr1:3996045-3997518 FORWARD LENGTH=283",675456,465621,83859.5,0.689343199260944,0.124152424436233,0.952573146016587,0.995174951218084,"2","56"
"224","AT3G57260.1","| Symbols: BGL2, PR2, BG2, PR-2 | beta-1,3-glucanase 2 | chr3:21188709-21189822 REVERSE LENGTH=339",78202.6666666667,218340,54723.75,2.79197640319171,0.699768336970606,0.00708207344398182,0.963211288515628,"2","128"
"225","AT2G20610.1","| Symbols: SUR1, HLS3, RTY, ALF1, RTY1 | Tyrosine transaminase family protein | chr2:8878150-8880298 REVERSE LENGTH=462",76442.3333333333,4124,1673.25,0.0539491642937814,0.0218890492615348,0.963367685674073,0.965294228859269,"2","40"
"226","AT2G20610.2","| Symbols: SUR1, HLS3, RTY, ALF1, RTY1 | Tyrosine transaminase family protein | chr2:8878150-8880298 REVERSE LENGTH=462",76442.3333333333,4124,1673.25,0.0539491642937814,0.0218890492615348,0.963367685674073,0.965294228859269,"2","40"
"227","AT3G16450.1","| Symbols:  | Mannose-binding lectin superfamily protein | chr3:5588593-5589792 FORWARD LENGTH=300",93858.3333333333,45285.5,5773.5,0.482487791884933,0.0615129184053982,0.997583131016531,0.997718333225396,"2","69"
"228","AT1G55260.1","| Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr1:20614663-20616158 FORWARD LENGTH=227",20397.6666666667,86822.25,186894.5,4.25647949928913,9.16254310133512,0.0241243716576131,0.000532107649179991,"2","98"
"229","AT2G47470.1","| Symbols: ATPDIL2-1, UNE5, MEE30, PDI11, ATPDI11 | thioredoxin family protein | chr2:19481503-19483683 FORWARD LENGTH=361",53980,40965.75,209576.75,0.758906076324565,3.88248888477214,0.853330384715998,3.73903889933115e-05,"2","71"
"230","AT3G12390.1","| Symbols:  | Nascent polypeptide-associated complex (NAC), alpha subunit family protein | chr3:3942344-3943595 FORWARD LENGTH=203",592781.666666667,176742.5,26636,0.298157837764888,0.0449339132732962,0.977928783194531,0.983386911333333,"2","92"
"231","AT1G13440.1","| Symbols: GAPC-2, GAPC2 | glyceraldehyde-3-phosphate dehydrogenase C2 | chr1:4608465-4610494 REVERSE LENGTH=338",257124.333333333,14976.75,72257.25,0.0582471126160755,0.2810206605624,0.999375545390991,0.999761279278024,"2","148"
"232","AT1G08830.1","| Symbols: CSD1 | copper/zinc superoxide dismutase 1 | chr1:2827700-2829053 FORWARD LENGTH=152",66322,34276.75,204653,0.516823226078828,3.08574831880824,0.943609893735242,0.0022602819798403,"2","109"
"233","AT5G18100.1","| Symbols: CSD1 | copper/zinc superoxide dismutase 1 | chr1:2827700-2829053 FORWARD LENGTH=152",66322,34276.75,204653,0.516823226078828,3.08574831880824,0.943609893735242,0.0022602819798403,"2","109"
"234","AT4G35830.1","| Symbols: ACO1 | aconitase 1 | chr4:16973007-16977949 REVERSE LENGTH=898",314803,62547.75,6702.5,0.198688544899509,0.0212910931598492,0.989094792791055,0.987095892568501,"2","59"
"235","AT3G59970.1","| Symbols: MTHFR1 | methylenetetrahydrofolate reductase 1 | chr3:22151303-22153412 FORWARD LENGTH=421",282022.666666667,72580.25,13239.25,0.257356087217576,0.0469439217651536,0.973916273645192,0.980677399392262,"2","73"
"236","AT2G44160.1","| Symbols: MTHFR1 | methylenetetrahydrofolate reductase 1 | chr3:22151303-22153412 FORWARD LENGTH=421",282022.666666667,72580.25,13239.25,0.257356087217576,0.0469439217651536,0.973916273645192,0.980677399392262,"2","73"
"237","AT4G12910.1","| Symbols: scpl20 | serine carboxypeptidase-like 20 | chr4:7550576-7553051 REVERSE LENGTH=497",260991.666666667,446143.5,63836.5,1.70941664804113,0.244592100641783,0.0966576936102425,0.977559073805992,"2","68"
"238","AT3G08530.1","| Symbols:  | Clathrin, heavy chain | chr3:2587171-2595411 REVERSE LENGTH=1703",233519.333333333,34162,22409.75,0.146291955840915,0.0959652876706854,0.939945596173157,0.945255864205553,"2","34"
"239","AT2G28190.1","| Symbols: CSD2, CZSOD2 | copper/zinc superoxide dismutase 2 | chr2:12014548-12016303 FORWARD LENGTH=216",14614,6837.5,126496.5,0.467873272204735,8.65584371150951,0.936314364689895,0.00726727888636287,"2","198"
"240","AT1G52360.1","| Symbols:  | Coatomer, beta' subunit | chr1:19499282-19505397 FORWARD LENGTH=926",38534.6666666667,2615,4034,0.0678609736687312,0.104684958997959,0.942970545285168,0.939096943807576,"2","52"
"241","AT3G15980.1","| Symbols:  | Coatomer, beta' subunit | chr1:19499282-19505397 FORWARD LENGTH=926",38534.6666666667,2615,4034,0.0678609736687312,0.104684958997959,0.942970545285168,0.939096943807576,"2","52"
"242","AT4G10300.1","| Symbols:  | RmlC-like cupins superfamily protein | chr4:6384564-6385946 FORWARD LENGTH=134",9145.33333333333,86838.5,479372.5,9.49538926957282,52.4171708703893,0.0574334838907888,0.00219875494273157,"2","174"
"243","AT5G23820.1","| Symbols:  | MD-2-related lipid recognition domain-containing protein | chr5:8031386-8032809 FORWARD LENGTH=164",3393363.66666667,1421380,536206.75,0.418870518937404,0.158016293763975,0.954004329257619,0.971821476669682,"2","53"
"244","AT5G20500.1","| Symbols:  | Glutaredoxin family protein | chr5:6938652-6939665 FORWARD LENGTH=135",12911.3333333333,34455.5,77425.25,2.66862446429493,5.99668895543966,0.00524254348660283,0.00106248530945032,"2","136"
"245","AT5G20720.1","| Symbols: CPN20, CPN10, CHCPN10, ATCPN21, CPN21 | chaperonin 20 | chr5:7015015-7016354 FORWARD LENGTH=253",63669.3333333333,134351.25,221123.25,2.11014067473614,3.47299458661417,0.0143306698371526,0.000410789270453168,"2","115"
"246","AT3G58610.1","| Symbols:  | ketol-acid reductoisomerase | chr3:21671561-21674639 FORWARD LENGTH=591",64176.3333333333,24735.25,5944.75,0.385426351354861,0.0926314996701796,0.905291726396051,0.948397590348715,"2","50"
"247","AT3G62410.1","| Symbols: CP12-2, CP12 | CP12 domain-containing protein 2 | chr3:23091006-23091401 FORWARD LENGTH=131",751199.666666667,654413.75,192405.25,0.871158200726926,0.256130638148136,0.715700619821969,0.977010479250433,"2","90"
"248","AT2G30970.1","| Symbols: ASP1 | aspartate aminotransferase 1 | chr2:13179012-13181686 FORWARD LENGTH=430",195241.333333333,22218.5,9250.25,0.113800185753017,0.0473785434778155,0.945000980038586,0.95087233398061,"2","83"
"249","AT2G22795.1","| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37820.1); Has 799854 Blast hits to 188815 proteins in 4452 species: Archae - 4529; Bacteria - 144236; Metazoa - 287749; Fungi - 87083; Plants - 4382",56343.6666666667,87.25,25,0.00154853251770385,0.000443705592465287,0.998973785439538,0.998970422064828,"2","69"
"250","AT3G05560.1","| Symbols:  | Ribosomal L22e protein family | chr3:1614641-1615204 FORWARD LENGTH=124",351037,72308.25,49120.75,0.205984696769856,0.139930406196498,0.970792862690583,0.972178575777088,"2","73"
"251","AT5G27770.1","| Symbols:  | Ribosomal L22e protein family | chr3:1614641-1615204 FORWARD LENGTH=124",351037,72308.25,49120.75,0.205984696769856,0.139930406196498,0.970792862690583,0.972178575777088,"2","73"
"252","AT3G55330.1","| Symbols: PPL1 | PsbP-like protein 1 | chr3:20514031-20515275 REVERSE LENGTH=230",8063.33333333333,29320.75,59306.25,3.63630632492766,7.35505374121538,0.00281701642651908,0.00313890111819733,"2","76"
"253","AT3G28270.1","| Symbols:  | Protein of unknown function (DUF677) | chr3:10538725-10539849 FORWARD LENGTH=374",3524,67574.75,1979.25,19.1755817253121,0.561648694665153,0.019832225364618,0.796085610830082,"2","102"
"254","AT5G20010.1","| Symbols: RAN-1, RAN1, ATRAN1 | RAS-related nuclear protein-1 | chr5:6760364-6761747 FORWARD LENGTH=221",522809.333333333,212487.25,25234,0.406433543650075,0.0482661620425037,0.90322010693416,0.95201686123286,"2","47"
"255","AT5G20020.1","| Symbols: RAN-1, RAN1, ATRAN1 | RAS-related nuclear protein-1 | chr5:6760364-6761747 FORWARD LENGTH=221",522809.333333333,212487.25,25234,0.406433543650075,0.0482661620425037,0.90322010693416,0.95201686123286,"2","47"
"256","AT3G03250.1","| Symbols: UGP, UGP1, AtUGP1 | UDP-GLUCOSE PYROPHOSPHORYLASE 1 | chr3:749761-754014 REVERSE LENGTH=469",1059080.66666667,576002.75,167518,0.543870517259938,0.158173031830751,0.972051022712153,0.993313687918487,"2","145"
"257","AT2G47730.1","| Symbols: ATGSTF8, ATGSTF5, GST6, GSTF8 | glutathione S-transferase phi 8 | chr2:19558213-19559266 FORWARD LENGTH=263",124966.333333333,19967.25,65755.75,0.159781034358587,0.526187719892558,0.967252164042149,0.918024430408411,"2","32"
"258","AT4G30530.1","| Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr4:14920605-14922286 FORWARD LENGTH=250",237155,133775.75,45045,0.564085724526154,0.189939069385001,0.941324459248484,0.977749494350261,"2","41"
"259","AT5G17310.2","| Symbols: UGP2 | UDP-glucose pyrophosphorylase 2 | chr5:5696955-5700845 REVERSE LENGTH=470",1081695,652753,93746,0.603453838651376,0.0866658346391543,0.896132514311039,0.982456320517898,"2","178"
"260","AT5G17310.1","| Symbols: UGP2 | UDP-glucose pyrophosphorylase 2 | chr5:5696955-5700845 REVERSE LENGTH=470",1081695,652753,93746,0.603453838651376,0.0866658346391543,0.896132514311039,0.982456320517898,"2","178"
"261","AT5G66570.1","| Symbols: PSBO-1, OEE1, OEE33, OE33, PSBO1, MSP-1 | PS II oxygen-evolving complex 1 | chr5:26568744-26570124 FORWARD LENGTH=332",25730.3333333333,22000.5,177735.5,0.855041390835719,6.90762524128461,0.654312063730655,0.00221204805854041,"2","274"
"262","AT1G69740.1","| Symbols: HEMB1 | Aldolase superfamily protein | chr1:26232197-26234713 FORWARD LENGTH=430",4973,29516.25,73294.75,5.93530062336618,14.7385381057712,0.0241203074186684,0.0021405528247606,"2","86"
"263","AT1G54270.1","| Symbols: EIF4A-2 | eif4a-2 | chr1:20260495-20262018 FORWARD LENGTH=412",197518,16832,10983.25,0.0852175497929303,0.0556063244868822,0.921185587711134,0.924976899578912,"2","85"
"264","AT2G45470.1","| Symbols: FLA8, AGP8 | FASCICLIN-like arabinogalactan protein 8 | chr2:18742797-18744059 REVERSE LENGTH=420",3690038,1311131,1336006.25,0.355316395115714,0.362057585856839,0.998957325942107,0.998833695544851,"2","51"
"265","AT3G60900.1","| Symbols: FLA8, AGP8 | FASCICLIN-like arabinogalactan protein 8 | chr2:18742797-18744059 REVERSE LENGTH=420",3690038,1311131,1336006.25,0.355316395115714,0.362057585856839,0.998957325942107,0.998833695544851,"2","51"
"266","AT1G67280.1","| Symbols:  | Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein | chr1:25188563-25190547 REVERSE LENGTH=350",386678,492132.25,128204.75,1.27271851514697,0.331554290650102,0.201436685179514,0.976226290334744,"2","80"
"267","AT1G52410.1","| Symbols: TSA1 | TSK-associating protein 1 | chr1:19520762-19525361 FORWARD LENGTH=755",224784.333333333,2241.25,1749.75,0.0099706681812048,0.00778412789740685,0.999999632178241,0.999998457072257,"2","131"
"268","AT3G23600.1","| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:8473833-8475655 FORWARD LENGTH=239",1197190.66666667,400385.75,425796.75,0.334437747593533,0.355663272238452,0.966603876673338,0.960753108593329,"2","50"
"269","AT5G65010.1","| Symbols: ASN2 | asparagine synthetase 2 | chr5:25969224-25972278 FORWARD LENGTH=578",457515.666666667,39728.75,89874.25,0.0868358242012842,0.196439721189875,0.932228642237187,0.917307916031132,"2","41"
"270","AT5G10240.1","| Symbols: ASN2 | asparagine synthetase 2 | chr5:25969224-25972278 FORWARD LENGTH=578",457515.666666667,39728.75,89874.25,0.0868358242012842,0.196439721189875,0.932228642237187,0.917307916031132,"2","41"
"271","AT1G23190.1","| Symbols: PGM3 | Phosphoglucomutase/phosphomannomutase family protein | chr1:8219946-8224186 FORWARD LENGTH=583",122322,55880.75,12535.75,0.45683319435588,0.102481565049623,0.899345845694185,0.952960891091275,"2","105"
"272","AT4G09320.1","| Symbols: NDPK1 | Nucleoside diphosphate kinase family protein | chr4:5923424-5924366 FORWARD LENGTH=169",1200034.66666667,772609,157604,0.64382223402435,0.131332872605902,0.898752166112465,0.98724503991256,"2","125"
"273","AT5G63310.1","| Symbols: NDPK2, NDPK1A, NDPK IA IA, NDPK IA, ATNDPK2 | nucleoside diphosphate kinase 2 | chr5:25372122-25373838 REVERSE LENGTH=231",2473767.33333333,933272.75,476534,0.377267796136042,0.19263493117515,0.986020262479728,0.988968993914095,"2","86"
"274","AT2G05380.1","| Symbols: GRP3S | glycine-rich protein 3 short isoform | chr2:1966851-1967820 FORWARD LENGTH=116",66224,2445,1785.5,0.0369201497946364,0.0269615245228316,0.996973840852563,0.997613330234628,"2","51"
"275","AT5G20890.1","| Symbols:  | TCP-1/cpn60 chaperonin family protein | chr5:7087020-7089906 REVERSE LENGTH=527",86793,8556.25,14445.5,0.0985822589379328,0.16643623333679,0.928123387936493,0.918523290302379,"2","52"
"276","AT5G35630.1","| Symbols: GS2, GLN2, ATGSL1 | glutamine synthetase 2 | chr5:13831220-13833239 FORWARD LENGTH=430",407715.666666667,104402.5,93085.75,0.256066932265705,0.228310456551829,0.955480853623422,0.957447933918957,"2","118"
"277","AT1G56070.1","| Symbols: LOS1 | Ribosomal protein S5/Elongation factor G/III/V family protein | chr1:20968245-20971077 REVERSE LENGTH=843",607270.666666667,138487,99965.25,0.228048228906166,0.164613994199182,0.925748397835471,0.934800088362232,"2","124"
"278","AT2G05990.1","| Symbols: MOD1, ENR1 | NAD(P)-binding Rossmann-fold superfamily protein | chr2:2322876-2324867 FORWARD LENGTH=390",345585,238383.5,69717,0.689797010865634,0.201736186466426,0.885148756295407,0.99778970836753,"2","67"
"279","AT2G21620.1","| Symbols: RD2 | Adenine nucleotide alpha hydrolases-like superfamily protein | chr2:9248749-9249986 FORWARD LENGTH=187",51793.3333333333,8602.25,11953,0.166087977860729,0.230782597502896,0.957002092904481,0.950285855035844,"2","41"
"280","AT2G44310.1","| Symbols:  | Calcium-binding EF-hand family protein | chr2:18309285-18309713 FORWARD LENGTH=142",300075.666666667,273849.5,93305.75,0.912601488291287,0.310940740502118,0.621948370217003,0.988034669618845,"2","111"
"281","AT5G64570.1","| Symbols: XYL4, ATBXL4 | beta-D-xylosidase 4 | chr5:25810227-25813309 REVERSE LENGTH=784",36735.6666666667,146551,30730.25,3.98933824530202,0.836523542061757,0.0382070092285961,0.721897679528896,"2","53"
"282","AT1G10760.1","| Symbols: SEX1, SOP1, SOP, GWD1, GWD | Pyruvate phosphate dikinase, PEP/pyruvate binding domain | chr1:3581210-3590043 REVERSE LENGTH=1399",27537.6666666667,41494.25,9633,1.50681793422343,0.349811772965514,0.138259370769762,0.966505613171007,"2","49"
"283","AT1G23410.1","| Symbols:  | Ribosomal protein S27a / Ubiquitin family protein | chr1:8314940-8315410 FORWARD LENGTH=156",2269163.66666667,1297627,1217961.75,0.571852537153556,0.536744778656336,0.94724779143144,0.959121916940254,"2","109"
"284","AT3G01500.1","| Symbols: CA1, ATBCA1, SABP3, ATSABP3 | carbonic anhydrase 1 | chr3:194853-196716 REVERSE LENGTH=270",41047.6666666667,585792.25,1015420.5,14.2710243375588,24.7375936918867,0.0613988654696454,0.00211995454159844,"2","241"
"285","AT2G44790.1","| Symbols: UCC2 | uclacyanin 2 | chr2:18462182-18463232 REVERSE LENGTH=202",64115,40521.5,118986,0.632012789518833,1.8558215706153,0.91528316185537,0.00937714901191688,"2","96"
"286","AT4G37910.1","| Symbols: mtHsc70-1 | mitochondrial heat shock protein 70-1 | chr4:17825368-17828099 REVERSE LENGTH=682",107164.333333333,56573.5,41654.25,0.527913516001904,0.388695088228982,0.982072455894472,0.987259775323598,"2","59"
"287","AT5G24490.1","| Symbols:  | 30S ribosomal protein, putative | chr5:8365690-8367178 FORWARD LENGTH=308",15564.6666666667,73056.5,96050.75,4.69374009508716,6.17107658371525,0.0371703367608611,0.00832458947871297,"2","54"
"288","AT4G22890.1","| Symbols: PGR5-LIKE A | PGR5-LIKE A | chr4:12007157-12009175 FORWARD LENGTH=324",179170,439425,192419,2.45255902215773,1.07394653122733,0.0298989500161996,0.338341564379808,"2","114"
"289","AT4G11960.1","| Symbols: PGR5-LIKE A | PGR5-LIKE A | chr4:12007157-12009175 FORWARD LENGTH=324",179170,439425,192419,2.45255902215773,1.07394653122733,0.0298989500161996,0.338341564379808,"2","114"
"290","AT3G57410.1","| Symbols: VLN3, ATVLN3 | villin 3 | chr3:21243615-21249809 REVERSE LENGTH=965",205742,113667,300881.25,0.552473486210885,1.46242016700528,0.876214004877939,0.116540212097156,"2","112"
"291","AT5G15450.1","| Symbols: APG6, CLPB3, CLPB-P | casein lytic proteinase B3 | chr5:5014399-5018255 REVERSE LENGTH=968",142478,296558.25,175220.75,2.08143187018347,1.22980916351998,0.01163504752088,0.188820667809735,"2","63"
"292","AT1G74310.1","| Symbols: APG6, CLPB3, CLPB-P | casein lytic proteinase B3 | chr5:5014399-5018255 REVERSE LENGTH=968",142478,296558.25,175220.75,2.08143187018347,1.22980916351998,0.01163504752088,0.188820667809735,"2","63"
"293","AT4G25210.1","| Symbols:  | DNA-binding storekeeper protein-related transcriptional regulator | chr4:12918446-12919552 FORWARD LENGTH=368",264183.333333333,5783.75,1722.25,0.0218929405084853,0.00651914705696801,0.975611397493382,0.976308568161695,"2","75"
"294","AT4G21280.1","| Symbols: PSBQ, PSBQA, PSBQ-1 | photosystem II subunit QA | chr4:11334446-11335587 FORWARD LENGTH=223",331881.666666667,170318.75,186554,0.513191197665835,0.562109989002104,0.942619985364772,0.926182527820011,"2","108"
"295","AT4G21280.2","| Symbols: PSBQ, PSBQA, PSBQ-1 | photosystem II subunit QA | chr4:11334446-11335587 FORWARD LENGTH=223",331881.666666667,170318.75,186554,0.513191197665835,0.562109989002104,0.942619985364772,0.926182527820011,"2","108"
"296","AT3G12580.1","| Symbols: HSP70, ATHSP70 | heat shock protein 70 | chr3:3991487-3993689 REVERSE LENGTH=650",69709.6666666667,95127.75,38691.5,1.36462781345485,0.555037799635632,0.0958074422856044,0.975808185845984,"2","274"
"297","AT5G20230.1","| Symbols: ATBCB, BCB, SAG14 | blue-copper-binding protein | chr5:6826626-6827408 FORWARD LENGTH=196",1440147.33333333,730044.5,1058754.5,0.506923481440093,0.735170961674755,0.99326530220459,0.958808932911431,"2","204"
"298","AT5G51070.1","| Symbols: ERD1, CLPD, SAG15 | Clp ATPase | chr5:20764479-20768481 FORWARD LENGTH=945",41409.3333333333,67809,117161,1.6375293814599,2.8293379914351,0.108923810071681,0.00802888665877901,"2","55"
"299","AT2G43560.1","| Symbols:  | FKBP-like peptidyl-prolyl cis-trans isomerase family protein | chr2:18073995-18075385 REVERSE LENGTH=223",52433.6666666667,34666.75,75520.25,0.661154410970051,1.44030076096147,0.905556810623902,0.106329526168668,"2","40"
"300","AT4G20860.1","| Symbols:  | FAD-binding Berberine family protein | chr4:11172726-11174318 FORWARD LENGTH=530",8589,35154.5,13953,4.09296774944697,1.62451973454418,0.0488301461011773,0.038294841015713,"2","58"
"301","AT4G33010.1","| Symbols: AtGLDP1, GLDP1 | glycine decarboxylase P-protein 1 | chr4:15926852-15931150 REVERSE LENGTH=1037",62419,119829.5,76642,1.91976000897163,1.22786331085086,0.0196046286056272,0.234090514888663,"2","82"
"302","AT1G22400.1","| Symbols: UGT85A1, ATUGT85A1 | UDP-Glycosyltransferase superfamily protein | chr1:7903851-7906607 REVERSE LENGTH=489",533.333333333333,923,14996.25,1.730625,28.11796875,0.224240304849636,0.00878518536699747,"2","47"
"303","AT1G22360.1","| Symbols: UGT85A1, ATUGT85A1 | UDP-Glycosyltransferase superfamily protein | chr1:7903851-7906607 REVERSE LENGTH=489",533.333333333333,923,14996.25,1.730625,28.11796875,0.224240304849636,0.00878518536699747,"2","47"
"304","AT5G48180.1","| Symbols: NSP5 | nitrile specifier protein 5 | chr5:19541283-19542358 REVERSE LENGTH=326",122072,96914.25,187777,0.793910560980405,1.53824791926076,0.826698083065108,0.0265942619750475,"2","75"
"305","AT5G14740.2","| Symbols: CA2, CA18, BETA CA2 | carbonic anhydrase 2 | chr5:4760536-4762382 FORWARD LENGTH=259",216951.333333333,160544.5,328185.25,0.740002366122049,1.51271368079477,0.82719399245522,0.0276017234708902,"2","253"
"306","AT5G14740.1","| Symbols: CA2, CA18, BETA CA2 | carbonic anhydrase 2 | chr5:4760536-4762382 FORWARD LENGTH=259",216951.333333333,160544.5,328185.25,0.740002366122049,1.51271368079477,0.82719399245522,0.0276017234708902,"2","253"
"307","AT5G06290.1","| Symbols: 2-Cys Prx B, 2CPB | 2-cysteine peroxiredoxin B | chr5:1919380-1921211 FORWARD LENGTH=273",153788,335237.75,271610.25,2.1798693656202,1.76613422373657,0.0260149416813532,0.0327305360904938,"2","367"
"308","AT4G23650.1","| Symbols: CDPK6, CPK3 | calcium-dependent protein kinase 6 | chr4:12324967-12327415 REVERSE LENGTH=529",162768.666666667,367437.5,205607,2.25742157581517,1.26318537965948,0.061782354129781,0.138039660289192,"2","102"
"309","AT5G23120.1","| Symbols: HCF136 | photosystem II stability/assembly factor, chloroplast (HCF136) | chr5:7778154-7780463 FORWARD LENGTH=403",74013.6666666667,148697.5,65939.25,2.00905463405407,0.890906409176684,0.0797464790984132,0.691272032200064,"2","120"
"310","AT3G63140.1","| Symbols: CSP41A | chloroplast stem-loop binding protein of  41 kDa | chr3:23327006-23328620 REVERSE LENGTH=406",257388,362002.75,149818,1.40644765878751,0.582070648204267,0.242915822181155,0.773451005223268,"2","84"
"311","AT2G24940.1","| Symbols: AtMAPR2, MAPR2 | membrane-associated progesterone binding protein 2 | chr2:10609447-10609749 FORWARD LENGTH=100",699817,474372.5,728701,0.677852209934883,1.0412736472535,0.847176217017247,0.440768693516258,"2","95"
"312","AT2G42590.1","| Symbols: GRF9, GF14 MU | general regulatory factor 9 | chr2:17732118-17733775 REVERSE LENGTH=263",42111,94800.75,113500,2.25121108498967,2.69525777112868,0.0886202541959537,0.0202428719263388,"2","125"
"313","AT2G42590.2","| Symbols: GRF9, GF14 MU | general regulatory factor 9 | chr2:17732118-17733775 REVERSE LENGTH=263",42111,94800.75,113500,2.25121108498967,2.69525777112868,0.0886202541959537,0.0202428719263388,"2","125"
"314","AT5G38410.1","| Symbols:  | Ribulose bisphosphate carboxylase (small chain) family protein | chr5:15377501-15378306 REVERSE LENGTH=181",1621558.66666667,3225493,1381439.5,1.98913123916166,0.851920765123926,0.103049068994052,0.730076644493872,"2","326"
"315","AT3G10060.1","| Symbols:  | FKBP-like peptidyl-prolyl cis-trans isomerase family protein | chr3:3102291-3103801 FORWARD LENGTH=230",50902.3333333333,122712.75,121735.25,2.41074901608964,2.39154557420419,0.0916818038773439,0.0202288402342058,"2","97"
"316","AT1G23740.1","| Symbols:  | Oxidoreductase, zinc-binding dehydrogenase family protein | chr1:8398245-8399656 REVERSE LENGTH=386",117505.333333333,135844.25,83134.5,1.15606880255081,0.707495546301445,0.37729627068707,0.823965223988974,"2","107"
"317","AT4G30160.1","| Symbols: VLN4, ATVLN4 | villin 4 | chr4:14754528-14759511 FORWARD LENGTH=974",73203.6666666667,76808.5,80893,1.04924389033336,1.10504027576032,0.441097277491906,0.296703316892272,"2","72"
"318","AT1G20970.1","| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAI",31464.3333333333,0,0,0,0,0.97353968263049,0.97353968263049,"1","19"
"319","AT3G19820.1","| Symbols: DWF1, DIM, EVE1, DIM1, CBB1 | cell elongation protein / DWARF1 / DIMINUTO (DIM) | chr3:6879835-6881616 REVERSE LENGTH=561",59031,1016.5,0,0.0172197658857211,0,0.967488698829727,0.968459365381181,"1","16"
"320","AT1G31812.1","| Symbols: ACBP6, ACBP | acyl-CoA-binding protein 6 | chr1:11411132-11412099 REVERSE LENGTH=92",7406,884454.25,823074.25,119.424014312719,111.136139616527,0.00112556680377801,0.00385032736224583,"1","78"
"321","AT2G07698.1","| Symbols:  | ATPase, F1 complex, alpha subunit protein | chr2:3361474-3364028 FORWARD LENGTH=777",468678.666666667,66605.5,32865,0.142113359828625,0.0701226711122617,0.98497065007781,0.987057620074714,"1","17"
"322","AT4G09160.1","| Symbols:  | SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein | chr4:5839761-5842158 FORWARD LENGTH=668",16635.6666666667,77.5,23.75,0.00465866511711784,0.00142765543911676,0.969604469045572,0.969781964246339,"1","60"
"323","AT1G15690.1","| Symbols: AVP1, ATAVP3, AVP-3, AtVHP1;1 | Inorganic H pyrophosphatase family protein | chr1:5399115-5402185 FORWARD LENGTH=770",1036809.66666667,108919,41369.5,0.105052068380278,0.0399007661001103,0.989905090425545,0.99101241466705,"1","27"
"324","AT1G64640.1","| Symbols: ENODL8, AtENODL8 | early nodulin-like protein 8 | chr1:24022482-24023151 REVERSE LENGTH=191",359699.333333333,52247.25,13501.75,0.145252562788551,0.0375362107982778,0.977876599782226,0.982288799254259,"1","34"
"325","AT4G29060.1","| Symbols: emb2726 | elongation factor Ts family protein | chr4:14317744-14321315 FORWARD LENGTH=953",1328247.33333333,4845.5,1883.25,0.00364804045029766,0.00141784587308287,0.972917907992646,0.973028637351963,"1","77"
"326","AT3G09630.1","| Symbols:  | Ribosomal protein L4/L1 family | chr3:2953813-2955444 FORWARD LENGTH=406",97362,1307.75,8640.75,0.0134318317207946,0.0887486904541813,0.980649992661829,0.978058036185414,"1","59"
"327","AT1G07140.1","| Symbols: SIRANBP | Pleckstrin homology (PH) domain superfamily protein | chr1:2192360-2193688 REVERSE LENGTH=228",111098.666666667,42248.25,2783.5,0.380276841006193,0.0250543060822812,0.998188137406379,0.99645721451082,"1","62"
"328","AT1G10840.1","| Symbols: TIF3H1 | translation initiation factor 3 subunit H1 | chr1:3607885-3610299 REVERSE LENGTH=337",86796,1659.5,1346.5,0.0191195446794783,0.0155133877137195,0.968202290607162,0.968405543516242,"1","56"
"329","AT1G21750.1","| Symbols: ATPDIL1-1, ATPDI5, PDI5, PDIL1-1 | PDI-like 1-1 | chr1:7645767-7648514 FORWARD LENGTH=501",5743,3520.25,39267.25,0.612963607870451,6.83741076092635,0.892579099774149,0.000150574961227723,"1","40"
"330","AT5G17560.1","| Symbols:  | BolA-like family protein | chr5:5788474-5789671 FORWARD LENGTH=177",9471.66666666667,4566.25,26496.5,0.482095724089389,2.79744853070561,0.999554200447181,7.89125162236039e-05,"1","39"
"331","AT3G12050.1","| Symbols:  | Aha1 domain-containing protein | chr3:3839289-3841303 FORWARD LENGTH=360",342,45263.25,47187,132.348684210526,137.973684210526,0.0162306159480544,0.00471461386047097,"1","17"
"332","AT5G07340.1","| Symbols:  | Calreticulin family protein | chr5:2317300-2319458 FORWARD LENGTH=532",26954.3333333333,1211.75,251.75,0.0449556657556608,0.00933987114007643,0.972308264223018,0.974033992016953,"1","21"
"333","AT1G66970.1","| Symbols: SVL2 | SHV3-like 2 | chr1:24992746-24996005 REVERSE LENGTH=763",441303,122785.75,77439.25,0.27823456899228,0.175478639392889,0.999585495020824,0.998716365414026,"1","19"
