"Accession","Peptides used for quantitation","mean_mock","mean_vir","mean_avr","FC_vir","FC_avr","ttest_mock_vir","ttest_mock_avr","proteome_1_ID","Short_description","Curator_summary","gene_name"
"AT1G20970.1",1,31464.3333333333,0,0,0,0,0.97353968263049,0.97353968263049,242,"","","FUNCTIONS IN: molecular_function unknown"
"AT3G19820.1",1,59031,1016.5,0,0.0172197658857211,0,0.967488698829727,0.968459365381181,243,"cell elongation protein / DWARF1 / DIMINUTO (DIM)","Involved in the conversion of the early brassinosteroid precursor  24-methylenecholesterol to campesterol. Brassinosteroids affect cellular elongation. Mutants have dwarf phenotype.  DWF1 is a Ca2+-dependent calmodulin-binding protein.","DWARF 1 (DWF1)"
"AT1G31812.1",1,7406,884454.25,823074.25,119.424014312719,111.136139616527,0.00112556680377801,0.00385032736224583,244,"acyl-CoA-binding protein 6","Acyl-CoA-binding protein. Bind acyl-CoA esters and protect acyl-CoAs from degradation by microsomal acyl-hydrolases.","acyl-CoA-binding protein 6 (ACBP6)"
"AT2G07698.1",1,468678.666666667,66605.5,32865,0.142113359828625,0.0701226711122617,0.98497065007781,0.987057620074714,245,"ATPase, F1 complex, alpha subunit protein","","ATPase, F1 complex, alpha subunit protein"
"AT4G09160.1",1,16635.6666666667,77.5,23.75,0.00465866511711784,0.00142765543911676,0.969604469045572,0.969781964246339,246,"SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein","","SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein"
"AT1G15690.1",1,1036809.66666667,108919,41369.5,0.105052068380278,0.0399007661001103,0.989905090425545,0.99101241466705,247,"Inorganic H pyrophosphatase family protein","Encodes a H(+)-translocating (pyrophosphate-energized) inorganic pyrophosphatase (H(+)-PPase; EC 3.6.1.1) located in the vacuolar membrane. Expression is found in all tissues examined, including meristems and floral organ primordium. Expression is particularly enhanced in pollen, and is repressed by light. Over expression and loss of function phenotypes suggest AVP1 is involved in regulation of apoplastic pH and auxin transport. The effect on auxin transport likely involves effects of extracellular pH on subcellular localization of auxin efflux carriers such as PIN1.","AVP1"
"AT1G64640.1",1,359699.333333333,52247.25,13501.75,0.145252562788551,0.0375362107982778,0.977876599782226,0.982288799254259,248,"early nodulin-like protein 8","","early nodulin-like protein 8 (ENODL8)"
"AT4G29060.1",1,1328247.33333333,4845.5,1883.25,0.00364804045029766,0.00141784587308287,0.972917907992646,0.973028637351963,249,"elongation factor Ts family protein","","embryo defective 2726 (emb2726)"
"AT3G09630.1",1,97362,1307.75,8640.75,0.0134318317207946,0.0887486904541813,0.980649992661829,0.978058036185414,250,"Ribosomal protein L4/L1 family","","Ribosomal protein L4/L1 family"
"AT1G07140.1",1,111098.666666667,42248.25,2783.5,0.380276841006193,0.0250543060822812,0.998188137406379,0.99645721451082,251,"Pleckstrin homology (PH) domain superfamily protein","Encodes a putative Ran-binding protein (siRanBP).","SIRANBP"
"AT1G10840.1",1,86796,1659.5,1346.5,0.0191195446794783,0.0155133877137195,0.968202290607162,0.968405543516242,252,"translation initiation factor 3 subunit H1","Encodes eukaryotic initiation factor 3H1 subunit (TIF3H1).","translation initiation factor 3 subunit H1 (TIF3H1)"
"AT1G21750.1",1,5743,3520.25,39267.25,0.612963607870451,6.83741076092635,0.892579099774149,0.000150574961227723,253,"PDI-like 1-1","Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily; isoform contains non-consensus GA donor splice site at intron 9. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). Neither AtIRE1-2 nor AtbZIP60 appear to be required for this response.","PDI-like 1-1 (PDIL1-1)"
"AT5G17560.1",1,9471.66666666667,4566.25,26496.5,0.482095724089389,2.79744853070561,0.999554200447181,7.89125162236039e-05,254,"BolA-like family protein","","BolA-like family protein"
"AT3G12050.1",1,342,45263.25,47187,132.348684210526,137.973684210526,0.0162306159480544,0.00471461386047097,255,"Aha1 domain-containing protein","","Aha1 domain-containing protein"
"AT5G07340.1",1,26954.3333333333,1211.75,251.75,0.0449556657556608,0.00933987114007643,0.972308264223018,0.974033992016953,256,"Calreticulin family protein","","Calreticulin family protein"
"AT1G66970.1",1,441303,122785.75,77439.25,0.27823456899228,0.175478639392889,0.999585495020824,0.998716365414026,257,"SHV3-like 2","","SHV3-like 2 (SVL2)"
"AT3G10740.1",1,4420.33333333333,81071,3503.25,18.3404720609305,0.792530729205942,0.00336856645226593,0.810296027161822,258,"alpha-L-arabinofuranosidase 1","Encodes a bifunctional alpha-l-arabinofuranosidase/beta-d-xylosidase that belongs to family 51 of glycoside hydrolases.  It may be involved in cell wall modification.","alpha-L-arabinofuranosidase 1 (ASD1)"
"AT1G15340.1",1,113977.333333333,4778,1325,0.0419206157949534,0.011625118444603,0.990812718512232,0.990928886995893,259,"methyl-CPG-binding domain 10","Protein containing methyl-CpG-binding domain.Has sequence similarity to human MBD proteins.","methyl-CPG-binding domain 10 (MBD10)"
"AT3G45300.1",1,16138,190666.25,345020,11.814738505391,21.3793530796877,0.00727191841894978,0.000252867775209973,260,"isovaleryl-CoA-dehydrogenase","Encodes isovaleryl-coenzyme a dehydrogenase.  Mutants have increases in 12 seed free amino acids, accumulation of seed homomethionine and 3-isovaleroyloxypropyl-glucosinolate, with a concomitant decrease in seed 3-benzoyloxypropyl-glucosinolate.","isovaleryl-CoA-dehydrogenase (IVD)"
"AT1G08360.1",1,256167.333333333,11058.75,16528.75,0.0431700242810038,0.0645232543311533,0.973111245057485,0.971914449815892,261,"Ribosomal protein L1p/L10e family","","Ribosomal protein L1p/L10e family"
"AT3G63490.1",1,449046,65882.5,38456.75,0.146716594736397,0.0856410033715922,0.979627285545864,0.981855919178749,262,"Ribosomal protein L1p/L10e family","","Ribosomal protein L1p/L10e family"
"AT1G65900.1",1,86691,21389.5,2023.25,0.246732648141099,0.0233386395358226,0.98085840432667,0.986608735252458,263,"","","unknown protein"
"AT4G23400.1",1,871535,189863.5,41071,0.21784954132651,0.0471249003195511,0.953336155259058,0.967064636128099,264,"plasma membrane intrinsic protein 1;5","","plasma membrane intrinsic protein 1"
"AT1G72960.1",1,98450.3333333333,2384.5,1877,0.0242203344495194,0.0190654509380364,0.952212168523017,0.95263770852665,265,"Root hair defective 3 GTP-binding protein (RHD3)","","Root hair defective 3 GTP-binding protein (RHD3)"
"AT4G03240.1",1,328.333333333333,39485,20429,120.258883248731,62.2203045685279,0.0248085221845354,0.00880850308938542,266,"frataxin homolog","Encodes AtFH, a frataxin homolog.  Frataxin is required for the biogenesis of mitochondria in different organisms.  AtFH knock-out mutants are lethal.  Required for full activity of mitochondrial Fe-S proteins.  Deficiency of AtFH induces oxidative stress.","frataxin homolog (FH)"
"AT1G43560.1",1,101613,27297.25,430259.5,0.268639347327606,4.23429580860717,0.916282687477695,0.000768852214763817,267,"thioredoxin Y2","","thioredoxin Y2 (ty2)"
"AT2G27720.1",1,684,3362.75,43273.5,4.91630116959064,63.265350877193,0.00718835928309684,0.000882016969739855,268,"60S acidic ribosomal protein family","","60S acidic ribosomal protein family"
"AT2G27720.2",1,684,3362.75,43273.5,4.91630116959064,63.265350877193,0.00718835928309684,0.000882016969739855,268,"60S acidic ribosomal protein family","","60S acidic ribosomal protein family"
"AT1G13900.1",1,79966,14873.25,9039.75,0.185994672735913,0.113044919090614,0.990474856135292,0.990447009372909,269,"Purple acid phosphatases superfamily protein","","Purple acid phosphatases superfamily protein"
"AT4G26690.1",1,399144.666666667,81428,39264,0.204006233328935,0.0983703485954132,0.969507816404251,0.975204204687606,270,"PLC-like phosphodiesterase family protein","Glycerophosphoryl diester phosphodiesterase-like protein involved in cell wall cellulose accumulation and pectin linking. Impacts root hair, trichome and epidermal cell development.","SHAVEN 3 (SHV3)"
"AT3G25860.1",1,283004.666666667,488.5,4157.5,0.00172611994619641,0.014690570473514,0.972960805626334,0.97230784953153,271,"2-oxoacid dehydrogenases acyltransferase family protein","Nuclear encoded dihydrolipoamide S-acetyltransferase (LTA2) that encodes teh  Pyruvate Decarboxylase E2 subunit. Mutant has embryo defect.","LTA2"
"AT5G65020.1",1,100760.666666667,1470,547.5,0.014589026141153,0.00543366789951105,0.946946367878601,0.947755040220387,272,"annexin 2","Annexins are calcium binding proteins that are localized in the cytoplasm. When cytosolic Ca2+ increases, they relocate to the plasma membrane.  They may be involved in the Golgi-mediated secretion of polysaccharides.","annexin 2 (ANNAT2)"
"AT4G33740.1",1,52425.3333333333,669.25,55.75,0.0127657748162466,0.00106341717744602,0.996392635540824,0.996464855203536,273,"","","unknown protein"
"AT1G08200.1",1,484144,182921.25,86883,0.377824056479064,0.179456938431541,0.99963626073095,0.998303204300032,274,"UDP-D-apiose/UDP-D-xylose synthase 2","Encodes a putative UDP-D-apiose/UPD-D-xylose synthetase.","UDP-D-apiose/UDP-D-xylose synthase 2 (AXS2)"
"AT3G23160.1",1,555.666666666667,279281,163555.5,502.605278944211,294.341031793641,0.000259447601419064,0.000325078443679406,275,"Protein of unknown function (DUF668)","","Protein of unknown function (DUF668)"
"AT5G18170.1",1,535528,223728.25,80296.5,0.417771339687187,0.149938938766974,0.999333880449613,0.998512128067305,276,"glutamate dehydrogenase 1","Encodes the 43 kDa alpha-subunit of the glutamate dehydrogenase with a putative mitochondrial transit polypeptide and NAD(H)- and alpha-ketoglutarate-binding domains. Mitochondrial localization confirmed by subcellular fractionation. Combines in several ratios with GDH2 protein (GDH-beta) to form seven isoenzymes. Catalyzes the cleavage of glycine residues. May be involved in ammonia assimilation under conditions of inorganic nitrogen excess. The enzyme is almost exclusively found in the mitochondria of stem and leaf companion cells.","glutamate dehydrogenase 1 (GDH1)"
"AT3G09840.1",1,427347,34948,16401.75,0.0817789758673865,0.0383804028108305,0.988311763861119,0.988460108763942,277,"cell division cycle 48","Encodes a cell division cycle protein, a member of AAA-type ATPases gene family. Expressed throughout the plant in regions of cell division. Within the cell, sub-cellular localization varies depending on the stage of the cell cycle.Mutants in which the expression of CDC48A is altered show defects in cytokinesis, cell expansion and cell differentiation.","cell division cycle 48 (CDC48)"
"AT1G35680.1",1,741452.333333333,112449.5,79998,0.1516611317338,0.107893651963242,0.990326738687132,0.989742112542491,278,"Ribosomal protein L21","","Ribosomal protein L21"
"AT2G36160.1",1,1011202.66666667,21957,29022.75,0.0217137481177529,0.0287012198016355,0.98362976205371,0.983425840937845,279,"Ribosomal protein S11 family protein","","Ribosomal protein S11 family protein"
"AT3G17210.1",1,7551.33333333333,231766.25,53095.5,30.6920963185309,7.03127483005209,0.0107947598522385,0.00614551616927251,280,"heat stable protein 1","Encodes a heat stable protein with antimicrobial and antifungal activity.","heat stable protein 1 (HS1)"
"AT5G05740.1",1,176538,8632.25,3648.25,0.0488974045248049,0.0206655224370957,0.969028730789029,0.970488535637547,281,"ethylene-dependent gravitropism-deficient and yellow-green-like 2","S2P-like putative metalloprotease, also contain transmembrane helices near their C-termini and many of them, five of seven, contain a conserved zinc-binding motif HEXXH. Homolog of EGY1. Each of the EGY1 and EGY-like proteins share two additional highly conserved motifs, the previously reported NPDG motif (aa 442454 in EGY1, Rudner et al., 1999) and a newly defined GNLR motif (aa 171179 in EGY1). The GNLR motif is a novel signature motif unique to EGY1 and EGY-like proteins as well as other EGY1 orthologs found in cyanobacteria.","ethylene-dependent gravitropism-deficient and yellow-green-like 2 (EGY2)"
"AT3G51260.1",1,171761.333333333,49368.75,33773.25,0.287426448327524,0.19662894636744,0.99683231521763,0.997368734455981,282,"20S proteasome  alpha subunit PAD1","20S proteosomal alpha subunits.  Interacts with SnRK, SKP1/ASK1 during proteasomal binding of an SCF ubiquitin ligase.","20S proteasome  alpha subunit PAD1 (PAD1)"
"AT5G25090.1",1,119073.333333333,31167,30616.75,0.261746262807234,0.257125160965232,0.999996600232007,0.999993485047097,283,"early nodulin-like protein 13","","early nodulin-like protein 13 (ENODL13)"
"AT5G53480.1",1,53301,4649,828.25,0.0872216281120429,0.0155391080842761,0.95985224077457,0.964605093663016,284,"ARM repeat superfamily protein","","ARM repeat superfamily protein"
"AT1G70310.1",1,248354.666666667,54103.75,13199.25,0.217848735142216,0.0531467766527439,0.936641195609657,0.95353832653252,285,"spermidine synthase 2","Spermidine synthase.","spermidine synthase 2 (SPDS2)"
"AT1G62750.1",1,333108,41683,8590.75,0.125133590307048,0.0257896838262666,0.967552643688165,0.972432185346478,286,"Translation elongation factor EFG/EF2 protein","Nuclear encoded protein consists of the five domains conserved in EF-G proteins, with two GTP-binding sites in the first domain, and an additional transit peptide at the N-terminus. Localized in chloroplasts. Point mutation results in a delay in the onset of germination. At early developmental stage embryos still contain undifferentiated proplastids. The greening of cotyledons is severely impaired in light-grown mutant sco1 seedlings, whereas the following true leaves develop normally as in wild-type plants.","SNOWY COTYLEDON 1 (SCO1)"
"AT3G28940.1",1,1746,6745,24578,3.8631156930126,14.0767468499427,0.0260173340164404,0.000150430361015764,287,"AIG2-like (avirulence induced gene) family protein","","AIG2-like (avirulence induced gene) family protein"
"AT2G04690.1",1,27702,182753.5,21593.75,6.59712295141145,0.779501480037542,0.00143019193705739,0.841517296059522,288,"Pyridoxamine 5'-phosphate oxidase family protein","","Pyridoxamine 5'-phosphate oxidase family protein"
"AT1G28660.1",1,19281.3333333333,1410.25,429.5,0.0731406887490492,0.0222754304681557,0.982533465501499,0.983553987640665,289,"GDSL-like Lipase/Acylhydrolase superfamily protein","","GDSL-like Lipase/Acylhydrolase superfamily protein"
"AT3G16460.1",1,116258.333333333,48731.5,4393.5,0.419165651207799,0.0377908393663537,0.997112450588936,0.99650508415795,290,"Mannose-binding lectin superfamily protein","","Mannose-binding lectin superfamily protein"
"AT1G78370.1",1,375015,87149.5,9176.75,0.232389371091823,0.0244703545191526,0.9907440918289,0.989865585309099,291,"glutathione S-transferase TAU 20","Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).","glutathione S-transferase TAU 20 (GSTU20)"
"AT4G35100.1",1,648602.333333333,51601,29419.25,0.0795572222733293,0.0453579157645131,0.961217435521754,0.963458982086465,292,"plasma membrane intrinsic protein 3","a member of the plasma membrane intrinsic protein PIP. functions as aquaporin. Salt-stress-inducible MIP","plasma membrane intrinsic protein 3 (PIP3)"
"AT2G07560.1",1,97563.6666666667,2,10.5,2.04994345572635e-05,0.000107622031425633,0.990948423217589,0.990946913380611,293,"H(+)-ATPase 6","","H(+)-ATPase 6 (HA6)"
"AT3G47470.1",1,485004,89981.25,78574.5,0.185526820397358,0.162007942202539,0.999098647685789,0.996906278735287,294,"light-harvesting chlorophyll-protein complex I subunit A4","Encodes a chlorophyll a/b-binding protein that is more similar to the PSI Cab proteins than the PSII cab proteins. The predicted protein is about 20 amino acids shorter than most known Cab proteins.","light-harvesting chlorophyll-protein complex I subunit A4 (LHCA4)"
"AT5G55220.1",1,295040.666666667,202872.75,37544.75,0.687609448189063,0.127252796789595,0.9429200106705,0.99544996807712,295,"trigger factor type chaperone family protein","","trigger factor type chaperone family protein"
"AT4G05180.1",1,417314,44368.5,28189.25,0.106319222455992,0.0675492554766914,0.999407919428198,0.998096909820486,296,"photosystem II subunit Q-2","Encodes the PsbQ subunit of the oxygen evolving complex of photosystem II.","photosystem II subunit Q-2 (PSBQ-2)"
"AT2G43030.1",1,461008.333333333,40328,77101.5,0.0874778113193905,0.167245349867139,0.998729003458704,0.999542685143087,297,"Ribosomal protein L3 family protein","","Ribosomal protein L3 family protein"
"AT1G15820.1",1,675680.666666667,76334,26937.25,0.11297348550252,0.039866835516975,0.991028265100476,0.991510596307795,298,"light harvesting complex photosystem II subunit 6","Lhcb6 protein (Lhcb6), light harvesting complex of photosystem II.","light harvesting complex photosystem II subunit 6 (LHCB6)"
"AT4G25630.1",1,106301,1987.5,817.75,0.0186969078371793,0.00769277805476901,0.927239373933243,0.928509526101791,299,"fibrillarin 2","encodes a fibrillarin, a key nucleolar protein in eukaryotes which associates with box C/D small nucleolar RNAs (snoRNAs) directing 2'-O-ribose methylation of the rRNA. This gene also encodes a novel box C/D snoRNA, U60.2f in its fifth intron that accumulates in seedlings and that their targeted residue on the 25 S rRNA is methylated.","fibrillarin 2 (FIB2)"
"AT5G11150.1",1,28.6666666666667,201.75,5519.5,7.03779069767442,192.540697674419,0.00669177696650848,0.000137300287303877,300,"vesicle-associated membrane protein 713","Member of Synaptobrevin-like AtVAMP7C, v-SNARE protein family.","vesicle-associated membrane protein 713 (VAMP713)"
"AT1G35620.1",1,41209,780.75,203.5,0.0189461040064064,0.00493824164624233,0.946328654245354,0.947597022755291,301,"PDI-like 5-2","Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Unlike several other PDI family members, transcript levels for this gene are not up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). However, the level of transcripts for this gene is slightly elevated in atbzip60 mutants.","PDI-like 5-2 (PDIL5-2)"
"AT3G09680.1",1,331225,16798.25,6909,0.0507155257000528,0.0208589327496415,0.957904699455955,0.960075938577468,302,"Ribosomal protein S12/S23 family protein","","Ribosomal protein S12/S23 family protein"
"AT4G20840.1",1,5606.33333333333,89197,7688,15.9100422141626,1.3713062607765,0.00272590691396713,0.234421098322066,303,"FAD-binding Berberine family protein","","FAD-binding Berberine family protein"
"AT4G18480.1",1,20532,1224,287.25,0.059614260666277,0.0139903565166569,0.945818885261094,0.949959304771765,304,"P-loop containing nucleoside triphosphate hydrolases superfamily protein","Encodes the CHLI subunit of magnesium chelatase which is required for chlorophyll biosynthesis. All four cysteine residues of the protein form two disulfide bonds (Cys102-Cys193 and Cys354-Cys396) under oxidized conditions but are fully reduced by reduction. It was suggested that the redox state of CHLI is regulated in vivo by the change of the redox environment in the chloroplasts probably via the Trx system.","CHLI1"
"AT5G02870.1",1,245492,10637.75,17952.5,0.0433323692829094,0.0731286559236146,0.983231996895133,0.982321926331227,305,"Ribosomal protein L4/L1 family","","Ribosomal protein L4/L1 family"
"AT1G45201.1",1,806829.666666667,30168,8552.5,0.0373907916953971,0.010600130800016,0.942760246399413,0.945322790609592,306,"triacylglycerol lipase-like 1","Target of AtGRP7 regulation.","triacylglycerol lipase-like 1 (TLL1)"
"AT2G37130.1",1,92836.6666666667,98454.25,13935.5,1.06051039459983,0.150107716060465,0.384777167713209,0.993187906685294,307,"Peroxidase superfamily protein","","Peroxidase superfamily protein"
"AT4G17520.1",1,34364,530.5,185.25,0.0154376673262717,0.00539081597020137,0.985326504209212,0.985566894403662,308,"Hyaluronan / mRNA binding family","","Hyaluronan / mRNA binding family"
"AT2G19070.1",1,116417.333333333,18727.25,10976.5,0.160863073081901,0.0942857879124529,0.95563139762375,0.961073345802698,309,"spermidine hydroxycinnamoyl transferase","encodes a protein whose sequence is similar to anthranilate N-hydroxycinnamoyl/benzoyltransferase from Dianthus caryophyllus (gi:2239091)","spermidine hydroxycinnamoyl transferase (SHT)"
"AT3G55260.1",1,171497,54561.5,4684.75,0.318148422421383,0.0273168043755867,0.988653726079688,0.988290888647861,310,"beta-hexosaminidase 1","Encodes a protein with &",""
"AT4G38710.1",1,42648.3333333333,640.5,6.5,0.0150181718707257,0.000152409238344601,0.979828703650628,0.980334060352244,311,"glycine-rich protein","","glycine-rich protein"
"ATCG00350.1",1,103628.666666667,277263.75,212957.25,2.67555068417362,2.05500328094543,0.00339869889612404,0.000953036049414305,312,"Photosystem I, PsaA/PsaB protein","Encodes psaA protein comprising the reaction center for photosystem I along with psaB protein; hydrophobic protein encoded by the chloroplast genome.","PSAA"
"AT5G47930.1",1,255431.333333333,4213,1826.75,0.0164936695315375,0.00715162848723858,0.933294586115681,0.934309489742518,313,"Zinc-binding ribosomal protein family protein","","Zinc-binding ribosomal protein family protein"
"AT3G08510.1",1,152058.333333333,9503,2381,0.0624957527264756,0.0156584644051077,0.962515444550717,0.965595624613673,314,"phospholipase C 2","Phosphoinositide-specific phospholipase C (PI-PLC), catalyzes hydrolysis of phosphatidylinositol 4,5-bisphosphate into inositol 1,4,5-trisphosphate and diacylglycerol.","phospholipase C 2 (PLC2)"
"AT4G24280.1",1,26617,4593.25,82810.75,0.172568283427884,3.11119773077357,0.978590206125323,0.00236109205761719,315,"chloroplast heat shock protein 70-1","Involved in protein import into  chloroplasts during early developmental stages.","chloroplast heat shock protein 70-1 (cpHsc70-1)"
"AT2G42530.1",1,1442.33333333333,110562,85908,76.6549572452045,59.56182112318,0.0134959932522141,0.000795816873767781,316,"cold regulated 15b","","cold regulated 15b (COR15B)"
"AT2G39010.1",1,382832.666666667,15415.5,18658.75,0.0402669399511362,0.0487386569240869,0.963848185956962,0.963368232310994,317,"plasma membrane intrinsic protein 2E","","plasma membrane intrinsic protein 2E (PIP2E)"
"AT5G08670.1",1,773864.333333333,74343.75,14497.5,0.0960681954158201,0.0187339038324116,0.966029950969093,0.970017171459246,318,"ATP synthase alpha/beta family protein","Encodes the mitochondrial ATP synthase beta-subunit.  This subunit is encoded by a multigene family of three members (At5g08670, At5g08680, At5g08690) that shared 98% sequence identity at the amino acid level.","ATP synthase alpha/beta family protein"
"AT5G02240.1",1,101171.666666667,37026.5,3415.75,0.365976969836746,0.0337619228044742,0.994665260256747,0.993873031971589,319,"NAD(P)-binding Rossmann-fold superfamily protein","Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.","NAD(P)-binding Rossmann-fold superfamily protein"
"AT3G27330.1",1,26569.3333333333,19272.5,239040.5,0.725366337130526,8.9968572790686,0.856764249073961,0.0111394255371278,320,"zinc finger (C3HC4-type RING finger) family protein","","zinc finger (C3HC4-type RING finger) family protein"
"AT1G10630.1",1,221741,23905.75,6610,0.107809336117362,0.0298095525861253,0.968469218050693,0.972817794974276,321,"ADP-ribosylation factor A1F","A member of ARF GTPase family. A thaliana has 21 members of this family, known to be essential for vesicle coating and uncoating and functions in GTP-binding. Gene encoding ADP-ribosylation factor and similar to other ARFs and ARF-like proteins. The gene is shown to play a role in cell division, cell expansion and cellulose production using antisense construct.","ADP-ribosylation factor A1F (ARFA1F)"
"AT1G50700.1",1,978.666666666667,4545.75,26130,4.64483991825613,26.699591280654,0.000332051823642358,0.0182357026635217,322,"calcium-dependent protein kinase 33","member of Calcium Dependent Protein Kinase","calcium-dependent protein kinase 33 (CPK33)"
"AT4G31140.1",1,52893.6666666667,21423.5,889.25,0.405029587663299,0.0168120316862132,0.981493684320667,0.999442555674097,323,"O-Glycosyl hydrolases family 17 protein","","O-Glycosyl hydrolases family 17 protein"
"AT2G05710.1",1,52540.3333333333,27323,6637.5,0.520038573540328,0.126331516739521,0.980782087108133,0.995129621494835,324,"aconitase 3","Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. One member of the family (ACO1 - At35830) was shown to specifically bind to the 5' UTR of CSD2 in vitro. ACO3 is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.","aconitase 3 (ACO3)"
"AT1G77510.1",1,634149.666666667,132751.25,60126.75,0.209337411935878,0.0948147624456687,0.982325156885582,0.983828401685795,325,"PDI-like 1-2","Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). AtIRE1-2 does not appear to be required for this response, but the atbzip60 mutant has a diminished response.","PDI-like 1-2 (PDIL1-2)"
"AT1G09750.1",1,838140,347700.75,69210.5,0.414848056410624,0.0825762999021643,0.993787382910798,0.993256538830186,326,"Eukaryotic aspartyl protease family protein","","Eukaryotic aspartyl protease family protein"
"AT4G14040.1",1,149711.666666667,24384.25,3843.5,0.162874748126955,0.0256726819330491,0.972296438322773,0.977546879061073,327,"selenium-binding protein 2","","selenium-binding protein 2 (SBP2)"
"AT4G12320.1",1,155846.666666667,3317.5,1203.75,0.0212869487102708,0.00772393805877572,0.945099101175858,0.946325742769638,328,"cytochrome P450, family 706, subfamily A, polypeptide 6","member of CYP706A","""cytochrome P450, family 706, subfamily A, polypeptide 6"" (CYP706A6)"
"AT2G16940.1",1,19.6666666666667,49908,22050.5,2537.69491525424,1121.21186440678,0.0491266619584387,0.02731886900483,329,"Splicing factor, CC1-like","","Splicing factor, CC1-like"
"AT1G29470.1",1,161390.333333333,17904.5,49354,0.110939110355639,0.305805180401139,0.988635284184079,0.983371468337785,330,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"AT5G13850.1",1,688512,114508.75,25821,0.166313368539691,0.0375026143335192,0.991152847256647,0.992209597271394,331,"nascent polypeptide-associated complex subunit alpha-like protein 3","","nascent polypeptide-associated complex subunit alpha-like protein 3 (NACA3)"
"AT3G11770.1",1,266456.333333333,9244.75,5087,0.0346951783219014,0.0190913082693975,0.986693754111284,0.986708403611435,332,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
"AT2G36880.1",1,147770.666666667,15989.5,38833.75,0.108204830909157,0.262797420326993,0.963404202715017,0.948926887827481,333,"methionine adenosyltransferase 3","","methionine adenosyltransferase 3 (MAT3)"
"AT3G24170.1",1,152366.666666667,74140.5,14072.25,0.486592649310873,0.0923577991686721,0.993403524990191,0.998181265052203,334,"glutathione-disulfide reductase","Encodes a cytosolic glutathione reductase.","glutathione-disulfide reductase (GR1)"
"AT4G34200.1",1,65574,7558,5257,0.115259096593162,0.0801689694086071,0.958489472115298,0.961079205752116,335,"D-3-phosphoglycerate dehydrogenase","","embryo sac development arrest 9 (EDA9)"
"AT5G49650.1",1,171541.666666667,32449,3623.75,0.189161039591936,0.0211246052951178,0.981317731283144,0.981027666219364,336,"xylulose kinase-2","Encodes a cytosolic protein capable of phosphorylating xylulose and deoxy-xylulose. It most likely plays a role in producing precursors for isoprenoid biosynthesis.","xylulose kinase-2 (XK-2)"
"AT1G53750.1",1,74631.6666666667,1220.5,3035.75,0.0163536479153174,0.0406764331494674,0.953801875143591,0.951817364555179,337,"regulatory particle triple-A 1A","26S proteasome AAA-ATPase subunit RPT1a (RPT1a) mRNA,","regulatory particle triple-A 1A (RPT1A)"
"AT1G24020.1",1,120927.333333333,12224.25,6128.25,0.101087567740406,0.0506771284132068,0.959986832098358,0.963151190952427,338,"MLP-like protein 423","","MLP-like protein 423 (MLP423)"
"AT4G31700.1",1,1793092,92329.25,64219.25,0.0514916412543249,0.0358148103945587,0.949840800413018,0.951165874917437,339,"ribosomal protein S6","Encodes a putative ribosomal protein S6 (rps6a). RPS6A and RPS6B are fully redundant and essential during gametogenesis.","ribosomal protein S6 (RPS6)"
"ATCG00540.1",1,194742.666666667,72902.25,16815.75,0.374351708579527,0.0863485659708196,0.997484274028531,0.996478551559455,340,"photosynthetic electron transfer A","Encodes cytochrome f apoprotein; involved in photosynthetic electron transport chain; encoded by the chloroplast genome and is transcriptionally repressed by a nuclear gene HCF2.","photosynthetic electron transfer A (PETA)"
"AT1G12310.1",1,19521.3333333333,1051.5,72928,0.0538641486237279,3.73581039546479,0.916868008128051,0.00449253813140573,341,"Calcium-binding EF-hand family protein","","Calcium-binding EF-hand family protein"
"AT1G18170.1",1,4470.33333333333,3531,68981.25,0.78987398404295,15.4308962791738,0.673468336338577,0.00349216922861901,342,"FKBP-like peptidyl-prolyl cis-trans isomerase family protein","","FKBP-like peptidyl-prolyl cis-trans isomerase family protein"
