"","Accession","Unique peptides","mean_mock","mean_vir","mean_avr","FC_vir","FC_avr","ttest_mock_vir","ttest_mock_avr","proteome_2_ID","Short_description","Curator_summary","gene_name"
"512","AT1G19570.1",5,3378263.33333333,1320238.66666667,831590.333333333,0.39080395351063,0.246159121205274,0.99999872902657,0.99997123164978,446,"dehydroascorbate reductase","Encodes a member of the dehydroascorbate reductase gene family. Critical for a mutualistic symbiosis between the host Arabidopsis and the root colonizing fungus Piriformospora indica.","dehydroascorbate reductase (DHAR1)"
"513","AT1G19550.1",5,3378263.33333333,1320238.66666667,831590.333333333,0.39080395351063,0.246159121205274,0.99999872902657,0.99997123164978,446,"Glutathione S-transferase family protein","","Glutathione S-transferase family protein"
"514","AT1G78380.1",5,2651842,1034351,2891302.33333333,0.390050010520989,1.09029962318016,0.999983955040096,0.00434412077229456,447,"glutathione S-transferase TAU 19","Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.","glutathione S-transferase TAU 19 (GSTU19)"
"515","AT1G78320.1",5,2651842,1034351,2891302.33333333,0.390050010520989,1.09029962318016,0.999983955040096,0.00434412077229456,447,"glutathione S-transferase TAU 23","Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).","glutathione S-transferase TAU 23 (GSTU23)"
"516","AT5G15530.1",1,69897.3333333333,27260,53268,0.390000572267898,0.762089159338458,0.984883422720337,0.917759113889719,448,"biotin carboxyl carrier protein 2","biotin carboxyl carrier protein isoform 2 (BCCP2) mRNA,","biotin carboxyl carrier protein 2 (BCCP2)"
"517","AT3G20390.1",7,2789268.33333333,1074234,1549746.33333333,0.385131106664173,0.555610342258215,0.986629661365681,0.975330236425695,449,"endoribonuclease L-PSP family protein","","endoribonuclease L-PSP family protein"
"518","AT3G60750.1",8,1738112.33333333,668228.333333333,1035990.33333333,0.38445635562105,0.59604337042274,0.997789410327782,0.995421679738625,450,"Transketolase","","Transketolase"
"519","AT2G45290.1",8,1738112.33333333,668228.333333333,1035990.33333333,0.38445635562105,0.59604337042274,0.997789410327782,0.995421679738625,450,"Transketolase","","Transketolase"
"520","AT3G48990.1",3,168644,64542.6666666667,126609.666666667,0.38271546373821,0.750751089079165,0.970973723352778,0.875071056283671,451,"AMP-dependent synthetase and ligase family protein","","AMP-dependent synthetase and ligase family protein"
"521","AT5G09660.1",2,62590.6666666667,23856.3333333333,81809.3333333333,0.381148414034041,1.30705323477409,0.903429748006493,0.220081950041427,452,"peroxisomal NAD-malate dehydrogenase 2","encodes a microbody NAD-dependent malate dehydrogenase  encodes an peroxisomal NAD-malate dehydrogenase that is involved in fatty acid beta-oxidation through providing NAD to the process of converting fatty acyl CoA to acetyl CoA.","peroxisomal NAD-malate dehydrogenase 2 (PMDH2)"
"522","AT2G22780.1",2,62590.6666666667,23856.3333333333,81809.3333333333,0.381148414034041,1.30705323477409,0.903429748006493,0.220081950041427,452,"peroxisomal NAD-malate dehydrogenase 1","encodes an peroxisomal NAD-malate dehydrogenase that is involved in fatty acid beta-oxidation through providing NAD to the process of converting fatty acyl CoA to acetyl CoA.","peroxisomal NAD-malate dehydrogenase 1 (PMDH1)"
"523","AT3G19390.1",1,54533.3333333333,20668,4794,0.378997555012225,0.0879095354523227,0.959629825183821,0.979027369593454,453,"Granulin repeat cysteine protease family protein","","Granulin repeat cysteine protease family protein"
"524","AT1G23440.1",1,23434,8784,25118.3333333333,0.374839976103098,1.07187562231515,0.993098112971759,0.238092039429841,454,"Peptidase C15, pyroglutamyl peptidase I-like","","Peptidase C15, pyroglutamyl peptidase I-like"
"525","AT5G58070.1",2,76728.6666666667,28629.3333333333,55098.6666666667,0.37312434292268,0.718097538512333,0.994238864611598,0.962473984282239,455,"temperature-induced lipocalin","Encodes a temperature-induced lipocalin TIL1.  Involved in thermotolerance.  Peripherally associated with plasma membrane.","temperature-induced lipocalin (TIL)"
"526","AT5G36700.1",6,1561126,577089.333333333,1641774.66666667,0.369662239520278,1.05166057490982,0.998577907980627,0.202536393832301,456,"2-phosphoglycolate phosphatase 1","","2-phosphoglycolate phosphatase 1 (PGLP1)"
"527","AT5G36700.3",6,1561126,577089.333333333,1641774.66666667,0.369662239520278,1.05166057490982,0.998577907980627,0.202536393832301,456,"2-phosphoglycolate phosphatase 1","","2-phosphoglycolate phosphatase 1 (PGLP1)"
"528","AT5G16440.1",1,49616.6666666667,18326,33461.3333333333,0.369351696338596,0.674397044004031,0.732865568322249,0.63106196380859,457,"isopentenyl diphosphate isomerase 1","Encodes a protein with isopentenyl diphosphate:dimethylallyl diphosphate isomerase activity. There is genetic evidence that it functions in the mevalonate, but not the MEP biosynthetic pathway.","isopentenyl diphosphate isomerase 1 (IPP1)"
"529","AT4G23650.1",3,386967,142876.333333333,344268,0.369220975776574,0.889657257595609,0.984077402785003,0.776436981899887,458,"calcium-dependent protein kinase 6","Encodes calcium dependent protein kinase 3 (CPK3), a member of the Arabidopsis CDPK gene family.  CDPKs contain an intrinsic Ca2+-activation domain with four EF hand Ca2+-binding sites.  CDPKs protein kinases have been proposed to function in multiple plant signal transduction pathways downstream of [Ca2+]cyt elevations, thus transducing various physiological responses.  CPK3 is expressed in both guard cells and mesophyll cells.  Functions in guard cell ion channel regulation.   ABA and Ca(2+) activation of slow-type anion channels and, interestingly, ABA activation of plasma membrane Ca(2+)-permeable channels were impaired in independent alleles of single and double cpk3cpk6 mutant guard cells.  Furthermore, ABA- and Ca(2+)-induced stomatal closing were partially impaired in these cpk3cpk6 mutant alleles.  CPK6 is also a member of the Arabidopsis CDPK family.","calcium-dependent protein kinase 6 (CDPK6)"
"530","AT1G01050.1",1,179823.666666667,65802.6666666667,92810.3333333333,0.365928845109376,0.516118568004582,0.990301843255024,0.9840342414486,459,"pyrophosphorylase 1","Encodes a soluble protein with inorganic pyrophosphatase activity that is highly specific for Mg-inorganic pyrophosphate.","pyrophosphorylase 1 (PPa1)"
"531","AT2G18230.1",1,179823.666666667,65802.6666666667,92810.3333333333,0.365928845109376,0.516118568004582,0.990301843255024,0.9840342414486,459,"pyrophosphorylase 2","Encodes a protein that might have inorganic pyrophosphatase activity.","pyrophosphorylase 2 (PPa2)"
"532","AT1G13060.1",1,143151.333333333,52313,53847.6666666667,0.365438440438324,0.376159029837887,0.996604777279967,0.994398221299473,460,"20S proteasome beta subunit E1","Encodes 20S proteasome beta subunit PBE1 (PBE1).","20S proteasome beta subunit E1 (PBE1)"
"533","AT3G12040.1",1,1199290,433378.333333333,199700.666666667,0.361362417207959,0.166515744037444,0.998894752653252,0.999140765082531,461,"DNA-3-methyladenine glycosylase (MAG)","","DNA-3-methyladenine glycosylase (MAG)"
"534","AT1G78850.1",2,423317.666666667,151943,126439.666666667,0.35893375581616,0.2986874317396,0.973057297268235,0.976925407189547,462,"D-mannose binding lectin protein with Apple-like carbohydrate-binding domain","curculin-like (mannose-binding) lectin family protein, low similarity to ser/thr protein kinase from Zea mays (GI:2598067); contains Pfam lectin (probable mannose binding) domain PF01453 but not the protein kinase domain of the Z. mays protein","D-mannose binding lectin protein with Apple-like carbohydrate-binding domain"
"535","AT1G13440.1",2,572535,204641.333333333,168294.333333333,0.357430258994356,0.293945930525354,0.981124051113373,0.984034490987695,463,"glyceraldehyde-3-phosphate dehydrogenase C2","","glyceraldehyde-3-phosphate dehydrogenase C2 (GAPC2)"
"536","AT1G49760.1",2,284759.666666667,101560.666666667,165295.666666667,0.3566539737018,0.580474294697634,0.99586293150379,0.992188595017937,464,"poly(A) binding protein 8","polyadenylate-binding protein, putative / PABP, putative, similar to poly(A)-binding protein GB:AAF66825 GI:7673359 from (Nicotiana tabacum). Highly and ubiquitously expressed. Member of the class II PABP family.","poly(A) binding protein 8 (PAB8)"
"537","AT3G44300.1",1,10419.3333333333,3697.33333333333,57568,0.354853157591657,5.52511357092584,0.988008500361729,0.00023107377035293,465,"nitrilase 2","Encodes an enzyme that catalyzes the hydrolysis of indole-3-acetonitrile (IAN) to indole-3-acetic acid (IAA) (nitrile aminohydrolase, EC 3.5.5.1) and IAN to indole-3-acetamide (IAM) at lower levels. Mutants have reduced sensitivity to IAN and are sensitive to IAA. This enzyme likely participates in other non-auxin-related metabolic pathways.","nitrilase 2 (NIT2)"
"538","AT5G28540.1",7,786242.666666667,278382,367514,0.35406625944153,0.467430750811454,0.999963624473886,0.999909492707043,466,"heat shock protein 70 (Hsp 70) family protein","Encodes the luminal binding protein BiP, an ER-localized member of the HSP70 family.  BiP is composed of an N-terminal ATP binding domain and a C-terminal domain that binds to hydrophobic patches on improperly/incompletely folded proteins in an ATP-dependent manner. Involved in polar nuclei fusion during proliferation of endosperm nuclei.","BIP1"
"539","AT1G09080.1",7,786242.666666667,278382,367514,0.35406625944153,0.467430750811454,0.999963624473886,0.999909492707043,466,"Heat shock protein 70 (Hsp 70) family protein","","BIP3"
"540","AT5G42020.1",7,786242.666666667,278382,367514,0.35406625944153,0.467430750811454,0.999963624473886,0.999909492707043,466,"Heat shock protein 70 (Hsp 70) family protein","Luminal binding protein (BiP2) involved in polar nuclei fusion during proliferation of endosperm nuclei.","BIP2"
"541","AT5G42020.2",7,786242.666666667,278382,367514,0.35406625944153,0.467430750811454,0.999963624473886,0.999909492707043,466,"Heat shock protein 70 (Hsp 70) family protein","Luminal binding protein (BiP2) involved in polar nuclei fusion during proliferation of endosperm nuclei.","luminal binding protein (BIP)"
"542","AT2G33040.1",1,51846.3333333333,18232,13221.3333333333,0.351654568950553,0.25500999749259,0.987473291454314,0.987779472590837,467,"gamma subunit of Mt ATP synthase","","gamma subunit of Mt ATP synthase (ATP3)"
"543","ATCG00830.1",1,92735,32421.3333333333,59201,0.349612695674053,0.63838895778293,0.985103655895837,0.955029498633735,468,"ribosomal protein L2","encodes a chloroplast ribosomal protein L2, a constituent of the large subunit of the ribosomal complex","ribosomal protein L2 (RPL2.1)"
"544","AT3G12490.1",1,500.333333333333,173.666666666667,554.333333333333,0.347101932045303,1.10792804796802,0.989160961794666,0.335755058601507,469,"cystatin B","Encodes a protein with cysteine proteinase inhibitor activity. Overexpression increases tolerance to abiotic stressors (i.e.salt,osmitic, cold stress).","cystatin B (CYSB)"
"545","ATCG00120.1",7,4410903.33333333,1520399.33333333,730070.666666667,0.34469114792057,0.165515000328731,0.988948733942752,0.992931897966715,470,"ATP synthase subunit alpha","Encodes the ATPase alpha subunit, which is a subunit of ATP synthase and part of the CF1 portion which catalyzes the conversion of ADP to ATP using the proton motive force. This complex is located in the thylakoid membrane of the chloroplast.","ATP synthase subunit alpha (ATPA)"
"546","AT3G55440.1",8,4197373.33333333,1438575,2738016.66666667,0.342732200773182,0.652316686943898,0.997424829272339,0.990228695908363,471,"triosephosphate isomerase","Encodes triosephosphate isomerase.","triosephosphate isomerase (TPI)"
"547","AT5G24490.1",3,620764.333333333,212257.666666667,632359.333333333,0.341929545995179,1.01867858602271,0.990072652412465,0.441779618038777,472,"30S ribosomal protein, putative","","30S ribosomal protein, putative"
"548","AT2G44210.1",1,61239,20527.6666666667,11801.3333333333,0.335205778452729,0.192709438974074,0.919104571401707,0.94064370160799,473,"Protein of Unknown Function (DUF239)","","Protein of Unknown Function (DUF239)"
"549","AT2G30870.1",3,427114.666666667,142641.333333333,253966.333333333,0.33396496179012,0.594609254033265,0.990450972872262,0.974485524980524,474,"glutathione S-transferase PHI 10","early dehydration-induced gene ERD13 homologous to tobacco and maize glutathione S-transferases.  Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002)","glutathione S-transferase PHI 10 (GSTF10)"
"550","AT2G30860.1",3,427114.666666667,142641.333333333,253966.333333333,0.33396496179012,0.594609254033265,0.990450972872262,0.974485524980524,474,"glutathione S-transferase PHI 9","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","glutathione S-transferase PHI 9 (GSTF9)"
"551","AT2G20260.1",1,28897.3333333333,9650,24371.3333333333,0.333940848059798,0.84337655146957,0.964246458955479,0.745502175868832,475,"photosystem I subunit E-2","Encodes subunit E of photosystem I.","photosystem I subunit E-2 (PSAE-2)"
"552","AT1G12080.2",4,2804735,932279.333333333,735098.666666667,0.332394801410234,0.262092021765574,0.991958572179424,0.993355282093382,476,"Vacuolar calcium-binding protein-related","","Vacuolar calcium-binding protein-related"
"553","AT1G12080.1",4,2804735,932279.333333333,735098.666666667,0.332394801410234,0.262092021765574,0.991958572179424,0.993355282093382,476,"Vacuolar calcium-binding protein-related","","Vacuolar calcium-binding protein-related"
"554","AT5G55480.1",1,61302,20297,25012.3333333333,0.331098495970768,0.408018226702772,0.99775519692128,0.995631165835514,477,"SHV3-like 1","Glycerophosphoryl diester phosphodiesterase-like protein involved in cell wall cellulose accumulation and pectin linking. Impacts root hair, trichome and epidermal cell development.","SHV3-like 1 (SVL1)"
"555","AT2G26670.1",2,320176.333333333,105853.666666667,170230.333333333,0.33061052815688,0.531676815588077,0.996872638015558,0.995923473847578,478,"Plant haem oxygenase (decyclizing) family protein","Encodes a plastid heme oxygenase necessary for phytochrome chromophore biosynthesis and for coupling the expression of some nuclear genes to the functional state of the chloroplast.","REVERSAL OF THE DET PHENOTYPE 4 (TED4)"
"556","AT1G58300.1",2,320176.333333333,105853.666666667,170230.333333333,0.33061052815688,0.531676815588077,0.996872638015558,0.995923473847578,478,"heme oxygenase 4","Encodes a member (HO4) of the heme oxygenase family.","heme oxygenase 4 (HO4)"
"557","AT2G26540.1",1,579102.666666667,191436,414334,0.330573507979011,0.715475897192668,0.999274969983146,0.987002741182979,479,"uroporphyrinogen-III synthase family protein","Encodes a uroporphyrinogen-III synthase involved in tetrapyrrole biosynthesis. The protein localizes to the chloroplast.  Member of the plant-specific DUF724 protein family. Arabidopsis has 10 DUF724 proteins. Loss of function mutant has a WT phenotype","HEMD"
"558","AT5G03630.1",2,85645.3333333333,28164.3333333333,44980,0.328848429180808,0.525189152162406,0.992236044771789,0.986001086209239,480,"Pyridine nucleotide-disulphide oxidoreductase family protein","","ATMDAR2"
"559","AT1G33120.1",2,112340.666666667,36722,41577.3333333333,0.326880737755992,0.370100468218692,0.999032395784116,0.996876140161265,481,"Ribosomal protein L6 family","","Ribosomal protein L6 family"
"560","AT3G59980.1",1,240074.666666667,78461,89605.3333333333,0.326819156262496,0.373239436619718,0.997914154871951,0.998233717264267,482,"Nucleic acid-binding, OB-fold-like protein","","Nucleic acid-binding, OB-fold-like protein"
"561","AT3G17390.1",3,234351.666666667,76451,119181.666666667,0.326223410686219,0.508559074325622,0.999859210268839,0.999927872279529,483,"S-adenosylmethionine synthetase family protein","S-adenosylmethionine synthetase","METHIONINE OVER-ACCUMULATOR 3 (MTO3)"
"562","AT2G36880.1",3,234351.666666667,76451,119181.666666667,0.326223410686219,0.508559074325622,0.999859210268839,0.999927872279529,483,"methionine adenosyltransferase 3","","methionine adenosyltransferase 3 (MAT3)"
"563","AT2G42600.1",1,35641.6666666667,11595.6666666667,11839,0.32534019172317,0.332167407061024,0.995252222379768,0.996083206205511,484,"phosphoenolpyruvate carboxylase 2","Encodes one of four Arabidopsis phosphoenolpyruvate carboxylase proteins.","phosphoenolpyruvate carboxylase 2 (PPC2)"
"564","AT5G25754.1",1,26532.6666666667,8611.66666666667,5143.66666666667,0.324568456493882,0.193861654815448,0.997259248725021,0.998668448739286,485,"RNA polymerase I-associated factor PAF67","","RNA polymerase I-associated factor PAF67"
"565","AT1G20200.1",1,77490.3333333333,25025.6666666667,15073.6666666667,0.322952110155675,0.194523187838483,0.992445704322849,0.99442218601355,486,"PAM domain (PCI/PINT associated module) protein","","EMBRYO DEFECTIVE 2719 (EMB2719)"
"566","AT4G04640.1",5,501016,161490.333333333,101934.333333333,0.322325700842555,0.203455245607592,0.99824630926264,0.998033666841486,487,"ATPase, F1 complex, gamma subunit protein","One of two genes (with ATPC2) encoding the gamma subunit of Arabidopsis chloroplast ATP synthase.","ATPC1"
"567","AT1G06430.1",1,13741.3333333333,4309.66666666667,35379.3333333333,0.313627983698816,2.57466524354745,0.993369310957527,0.000469575422763443,488,"FTSH protease 8","encodes a FtsH protease that is localized to the chloroplast","FTSH protease 8 (FTSH8)"
"568","AT3G25230.1",2,67389,21037.3333333333,45666.3333333333,0.312177556178803,0.677652633713712,0.985181259835722,0.941214953776768,489,"rotamase FKBP 1","Encodes a a high molecular weight member of the FK506 binding protein (FKBP) family.  It has three FKBP12-like domains, tetratricopeptide repeats, and a putative calmodulin binding domain. Modulates thermotolerance by interacting with HSP90.1 and affecting the accumulation of HsfA2-regulated sHSPs.","rotamase FKBP 1 (ROF1)"
"569","AT1G02920.1",3,621323,193056.666666667,804391.333333333,0.310718686845114,1.2946427757114,0.996378151061729,0.012017567878812,490,"glutathione S-transferase 7","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","glutathione S-transferase 7 (GSTF7)"
"570","AT1G02930.1",3,621323,193056.666666667,804391.333333333,0.310718686845114,1.2946427757114,0.996378151061729,0.012017567878812,490,"glutathione S-transferase 6","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","glutathione S-transferase 6 (GSTF6)"
"571","AT3G16460.1",2,148346.666666667,46022.6666666667,25577.3333333333,0.310237282042064,0.172415962610102,0.999651659905417,0.99951664755622,491,"Mannose-binding lectin superfamily protein","","Mannose-binding lectin superfamily protein"
"572","AT1G07700.1",1,71401.6666666667,22062.3333333333,48194,0.308989052543125,0.674970238789944,0.973389738427314,0.90288898363836,492,"Thioredoxin superfamily protein","","Thioredoxin superfamily protein"
"573","AT3G55800.1",4,1197577,369740.666666667,413576,0.308740620992777,0.34534397370691,0.996593716990685,0.99610519345708,493,"sedoheptulose-bisphosphatase","Encodes the chloroplast enzyme sedoheptulose-1,7-bisphosphatase (SBPase), involved in the carbon reduction of the Calvin cycle. Increase in SBPase activity in transgenic lines accumulate up to 50% more sucrose and starch than wild-type.","sedoheptulose-bisphosphatase (SBPASE)"
"574","AT4G04720.1",1,123467,37858.6666666667,66256.6666666667,0.30662984171209,0.5366346203169,0.997613746752635,0.99433660925115,494,"calcium-dependent protein kinase 21","member of Calcium Dependent Protein Kinase","calcium-dependent protein kinase 21 (CPK21)"
"575","AT3G57610.1",1,196472,60027.3333333333,92000,0.305526147915903,0.468260108310599,0.999909138073098,0.999977540421588,495,"adenylosuccinate synthase","encoding adenylosuccinate synthetase (AdSS), the enzyme involved in the first step of the formation of the purine nucleotide AMP (conversion of IMP to adenylo-succinate)","adenylosuccinate synthase (ADSS)"
"576","AT2G45470.1",3,443853,135341,170016.666666667,0.304923026317272,0.383047240114783,0.999904605973195,0.999853637157157,496,"FASCICLIN-like arabinogalactan protein 8","","FASCICLIN-like arabinogalactan protein 8 (FLA8)"
"577","AT3G60900.1",3,443853,135341,170016.666666667,0.304923026317272,0.383047240114783,0.999904605973195,0.999853637157157,496,"FASCICLIN-like arabinogalactan-protein 10","","FASCICLIN-like arabinogalactan-protein 10 (FLA10)"
"578","AT1G08110.1",1,121226.333333333,36914.3333333333,54867,0.304507546490174,0.452599682687205,0.999053674382427,0.998817398929825,497,"lactoylglutathione lyase family protein / glyoxalase I family protein","","lactoylglutathione lyase family protein / glyoxalase I family protein"
"579","AT1G62480.1",7,17200712,5223640.66666667,4398688,0.303687467511035,0.255727088506569,0.989740388355979,0.990733700951212,498,"Vacuolar calcium-binding protein-related","","Vacuolar calcium-binding protein-related"
"580","AT1G27130.1",1,129613.666666667,38848.3333333333,41496.6666666667,0.299724051733228,0.320156567851641,0.999197516849343,0.999016989458418,499,"glutathione S-transferase tau 13","Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).","glutathione S-transferase tau 13 (GSTU13)"
"581","AT5G09650.1",8,6526602.66666667,1947113,3060468,0.298334845775811,0.468922065017185,0.999250436691501,0.998580218534129,500,"pyrophosphorylase 6","Encodes a protein with inorganic pyrophosphatase activity.","pyrophosphorylase 6 (PPa6)"
"582","AT1G22300.1",4,542257.666666667,161284.333333333,208170,0.297431172019698,0.383894987192436,0.987131224540083,0.983740967010278,501,"general regulatory factor 10","Encodes a 14-3-3 protein. This protein is reported to interact with the BZR1 transcription factor involved in brassinosteroid signaling and may affect the nucleocytoplasmic shuttling of BZR1","general regulatory factor 10 (GRF10)"
"583","AT1G22300.3",4,542257.666666667,161284.333333333,208170,0.297431172019698,0.383894987192436,0.987131224540083,0.983740967010278,501,"general regulatory factor 10","Encodes a 14-3-3 protein. This protein is reported to interact with the BZR1 transcription factor involved in brassinosteroid signaling and may affect the nucleocytoplasmic shuttling of BZR1.","general regulatory factor 10 (GRF10)"
"584","AT2G28000.1",4,525551.333333333,154450.666666667,142060.333333333,0.293883122105421,0.270307245597322,0.998990281877475,0.999255515231817,502,"chaperonin-60alpha","Encodes chaperonin-60 alpha, a molecular chaperone involved in Rubisco folding.  Mutants display aberrant chloroplast and embryo development.","chaperonin-60alpha (CPN60A)"
"585","AT1G47128.1",5,939977.333333333,275201,779460,0.292774081077132,0.829232761641061,0.997274695828582,0.953167067653337,503,"Granulin repeat cysteine protease family protein","cysteine proteinase precursor-like protein/ dehydration stress-responsive gene (RD21)","responsive to dehydration 21 (RD21)"
"586","AT1G32060.1",7,4178556,1221302.33333333,2196546,0.292278560663859,0.52567106914446,0.991220109086874,0.981188015225784,504,"phosphoribulokinase","","phosphoribulokinase (PRK)"
"587","AT5G17920.1",6,2488404.33333333,725779.333333333,940730,0.291664551299474,0.378045475728556,0.980378794659722,0.975150758440571,505,"Cobalamin-independent synthase family protein","Encodes a cytosolic cobalamin-independent methionine synthase, involved in methionine regeneration via the activated methyl cycle (SAM cycle). The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide.","ATMS1"
"588","AT5G20980.1",6,2488404.33333333,725779.333333333,940730,0.291664551299474,0.378045475728556,0.980378794659722,0.975150758440571,505,"methionine synthase 3","encodes a plastidic methionine synthase, involved in methionine de novo synthesis in the chloroplast","methionine synthase 3 (MS3)"
"589","AT2G32240.1",8,620152.333333333,180500,223381.666666667,0.29105751973843,0.36020450889217,0.995954672629847,0.994356222511467,506,"","","FUNCTIONS IN: molecular_function unknown"
"590","AT5G11520.1",1,43722.6666666667,12664.3333333333,13944,0.289651439375457,0.318919248597219,0.999523634214109,0.999721434588656,507,"aspartate aminotransferase 3","Encodes the chloroplastic isozyme of aspartate aminotransferase.  Involved in aspartate biosynthesis and nitrogen metabolism. mRNA is expressed in senescing leaves.","aspartate aminotransferase 3 (ASP3)"
"591","AT4G31300.1",2,143652.333333333,41006.3333333333,70169.3333333333,0.285455393461529,0.48846636671408,0.987408381287007,0.976314032635869,508,"N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein","Encodes 20S proteasome subunit PBA1 (PBA1).","PBA1"
"592","AT5G04590.1",3,1458269,416171.333333333,1272982.66666667,0.285387218224713,0.872940909164679,0.997057301838432,0.928261249628705,509,"sulfite reductase","A.thaliana gene encoding sulfite reductase.","sulfite reductase (SIR)"
"593","AT1G11650.1",1,50551,14273.6666666667,16621.6666666667,0.282361707318681,0.328809848799562,0.985725034430745,0.983886415861541,510,"RNA-binding (RRM/RBD/RNP motifs) family protein","","RBP45B"
"594","AT5G44130.1",4,512392.333333333,144531,196907.666666667,0.282070965152354,0.384290813614828,0.992466936220542,0.992708818388436,511,"FASCICLIN-like arabinogalactan protein 13 precursor","","FASCICLIN-like arabinogalactan protein 13 precursor (FLA13)"
"595","AT3G44100.1",1,114682,32259.3333333333,91902,0.281293780482842,0.801363771123629,0.999465808941135,0.991691403627415,512,"MD-2-related lipid recognition domain-containing protein","","MD-2-related lipid recognition domain-containing protein"
"596","AT1G11840.1",4,1167554.66666667,326863.666666667,412625,0.279955770807591,0.35340957625396,0.993085561284362,0.991071145476059,513,"glyoxalase I homolog","Encodes a glyoxalase I homolog ATGLX1.","glyoxalase I homolog (GLX1)"
"597","AT1G11840.5",4,1167554.66666667,326863.666666667,412625,0.279955770807591,0.35340957625396,0.993085561284362,0.991071145476059,513,"glyoxalase I homolog","Encodes a glyoxalase I homolog ATGLX1.","glyoxalase I homolog (GLX1)"
"598","AT4G37930.1",5,355521.666666667,99427.3333333333,310236.333333333,0.279666030668548,0.872622859366283,0.998196687898788,0.953260426519539,514,"serine transhydroxymethyltransferase 1","Encodes a protein with mitochondrial serine hydroxymethyltransferase activity, which functions in the photorespiratory pathway, catalyzes the conversion of serine and tetrahydrofolate to glycine and 5,10-methylene tetrahydrofolate.  Involved in controlling cell damage caused by abiotic stress, such as high light and salt and the hypersensitive defense response of plants.","serine transhydroxymethyltransferase 1 (SHM1)"
"599","AT5G26780.1",5,355521.666666667,99427.3333333333,310236.333333333,0.279666030668548,0.872622859366283,0.998196687898788,0.953260426519539,514,"serine hydroxymethyltransferase 2","Encodes a protein with serine hydroxymethyltransferase activity which is thought to be localized in the mitochondrial matrix. SHM2 expression fails to rescue the conditional lethal phenotype of the shm1-1 mutant, defective in SHM1.","serine hydroxymethyltransferase 2 (SHM2)"
"600","AT1G48030.1",1,58249,16263,27441.6666666667,0.279197926144655,0.47110966139619,0.995395863728137,0.992154699182912,515,"mitochondrial lipoamide dehydrogenase 1","Encodes a mitochondrial lipoamide dehydrogenase whose expression is induced by light.","mitochondrial lipoamide dehydrogenase 1 (mtLPD1)"
"601","AT3G22600.1",1,177589.333333333,49116,282425,0.276570664904799,1.59032637095321,0.994621873215701,0.00278649039508495,516,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"
"602","AT4G15530.1",2,40043,11048.3333333333,44701.3333333333,0.275911728225491,1.11633327506264,0.997928153416951,0.0602787259168107,517,"pyruvate orthophosphate dikinase","The product of this long transcript was shown to be targeted to the chloroplast, whereas the shorter transcript (no targeting sequence) accumulates in the cytosol. They were also found in slightly different tissues.","pyruvate orthophosphate dikinase (PPDK)"
"603","AT5G52640.1",2,30996.3333333333,8549.66666666667,41051.3333333333,0.275828323780232,1.32439320779877,0.899660156725935,0.24489127519296,518,"heat shock protein 90.1","Encodes a cytosolic heat shock protein AtHSP90.1.  AtHSP90.1 interacts with disease resistance signaling components SGT1b and RAR1 and is required for RPS2-mediated resistance.","heat shock protein 90.1 (HSP90.1)"
"604","AT3G11780.1",2,432342,118442,293580.666666667,0.273954415717187,0.679047297432742,0.915870325244883,0.776039238169138,519,"MD-2-related lipid recognition domain-containing protein / ML domain-containing protein","","MD-2-related lipid recognition domain-containing protein / ML domain-containing protein"
"605","AT5G45680.1",4,557790.333333333,152385.333333333,513623.333333333,0.273194647212124,0.920817917843682,0.995815925773225,0.800972079213493,520,"FK506-binding protein 13","Peptidyl-Prolyl Isomerase located in chloroplast thylakoid lumen","FK506-binding protein 13 (FKBP13)"
"606","AT3G52380.1",2,535844.333333333,146350.333333333,143129.666666667,0.273120987251895,0.267110535211408,0.994093365544426,0.994614059191832,521,"chloroplast RNA-binding protein 33","chloroplast RNA-binding protein","chloroplast RNA-binding protein 33 (CP33)"
"607","AT1G56450.1",1,45613.6666666667,12411.3333333333,22897,0.272096813089644,0.501976746735262,0.977435231621467,0.956266412847323,522,"20S proteasome beta subunit G1","20S proteasome beta subunit PBG1 (PBG1) mRNA, complete cds","20S proteasome beta subunit G1 (PBG1)"
"608","AT2G24200.1",6,368295.333333333,100007,270482.666666667,0.271540231299881,0.734417849443291,0.991132254063514,0.943908778437411,523,"Cytosol aminopeptidase family protein","","Cytosol aminopeptidase family protein"
