"","Accession","Description","mean_mock","mean_vir","mean_avr","FC_vir","FC_avr","ttest_mock_vir","ttest_mock_avr","Unique peptides","Confidence score"
"480","AT3G02230.1","| Symbols: RGP1, ATRGP1 | reversibly glycosylated polypeptide 1 | chr3:415463-417304 FORWARD LENGTH=357",115654.666666667,53423.3333333333,52901.3333333333,0.461921121499637,0.457407684947142,0.99210918773789,0.990578295050743,"1","30.88"
"481","AT2G47400.1","| Symbols: CP12-1, CP12 | CP12 domain-containing protein 1 | chr2:19446889-19447263 FORWARD LENGTH=124",2437749.33333333,1124179.66666667,1937700.33333333,0.461154742735376,0.794872674904502,0.98537309877796,0.909572863866149,"3","221.72"
"482","AT3G22110.1","| Symbols: PAC1 | 20S proteasome alpha subunit C1 | chr3:7792819-7793571 REVERSE LENGTH=250",27731.6666666667,12777.6666666667,36324.3333333333,0.460760863032634,1.30985035158363,0.97738788557339,0.0655682315562509,"2","51.94"
"483","AT5G13450.1","| Symbols: ATP5 | delta subunit of Mt ATP synthase | chr5:4310558-4311941 REVERSE LENGTH=238",12628.3333333333,5757.66666666667,7611,0.455932427081959,0.602692358453214,0.845396271817283,0.785953230992534,"1","18.82"
"484","AT4G27520.1","| Symbols: ENODL2, AtENODL2 | early nodulin-like protein 2 | chr4:13750668-13751819 REVERSE LENGTH=349",2698273,1226999.33333333,2583321,0.454735059548583,0.957397935642539,0.997729911155684,0.800757917518024,"6","243.95"
"485","AT2G25060.1","| Symbols: ENODL14, AtENODL14 | early nodulin-like protein 14 | chr2:10662308-10662930 FORWARD LENGTH=182",69536,31135.3333333333,24913.3333333333,0.447758475226262,0.358279644117196,0.97926087424706,0.984402264046179,"1","49.33"
"486","AT3G53460.1","| Symbols: CP29 | chloroplast RNA-binding protein 29 | chr3:19819738-19821423 REVERSE LENGTH=342",238545.333333333,105874.333333333,135663.333333333,0.443833177760761,0.56871090889782,0.978922580793002,0.966413910364708,"1","45.86"
"487","AT4G14880.1","| Symbols: OASA1, OLD3, CYTACS1 | O-acetylserine (thiol) lyase (OAS-TL) isoform A1 | chr4:8518209-8520050 REVERSE LENGTH=322",418737.333333333,185732.666666667,448663.666666667,0.443554113477661,1.07146803246586,0.998948610223763,0.127150732366621,"5","164.73"
"488","AT3G22460.1","| Symbols: OASA1, OLD3, CYTACS1 | O-acetylserine (thiol) lyase (OAS-TL) isoform A1 | chr4:8518209-8520050 REVERSE LENGTH=322",418737.333333333,185732.666666667,448663.666666667,0.443554113477661,1.07146803246586,0.998948610223763,0.127150732366621,"5","164.73"
"489","AT3G04230.1","| Symbols:  | Ribosomal protein S5 domain 2-like superfamily protein | chr3:1113169-1113609 REVERSE LENGTH=146",23196.3333333333,10287,12622,0.44347526189484,0.544137722915978,0.874120325785919,0.839097978270836,"1","22.3"
"490","AT3G52880.1","| Symbols: ATMDAR1, MDAR1 | monodehydroascorbate reductase 1 | chr3:19601477-19604366 REVERSE LENGTH=434",423085.666666667,187385.333333333,378671,0.44290163457834,0.895022048332213,0.999239790463413,0.971017514660738,"6","198.54"
"491","AT1G55020.1","| Symbols: LOX1, ATLOX1 | lipoxygenase 1 | chr1:20525798-20530143 FORWARD LENGTH=859",22569.6666666667,9986.33333333333,109139.333333333,0.442467028016955,4.83566438730449,0.909513096416444,0.000715677775053778,"5","173.28"
"492","AT4G35090.1","| Symbols: CAT2 | catalase 2 | chr4:16700937-16703215 REVERSE LENGTH=492",219951.333333333,97024,275305.666666667,0.441115761971588,1.25166627769173,0.999936838653893,0.000727587148202135,"3","264.21"
"493","AT1G20630.1","| Symbols: CAT2 | catalase 2 | chr4:16700937-16703215 REVERSE LENGTH=492",219951.333333333,97024,275305.666666667,0.441115761971588,1.25166627769173,0.999936838653893,0.000727587148202135,"3","264.21"
"494","AT2G32520.1","| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr2:13805823-13807442 REVERSE LENGTH=239",138077.333333333,60870.6666666667,99936.3333333333,0.440844744008189,0.72377073717144,0.991598105195919,0.973089452739813,"2","48.52"
"495","AT2G28470.1","| Symbols: BGAL8 | beta-galactosidase 8 | chr2:12169047-12173164 REVERSE LENGTH=852",1018341.66666667,445345.333333333,434819,0.437324080817669,0.426987340529128,0.988364728906673,0.987646045230179,"5","301.55"
"496","AT5G65010.1","| Symbols: ASN2 | asparagine synthetase 2 | chr5:25969224-25972278 FORWARD LENGTH=578",50743.6666666667,21904.3333333333,13477.3333333333,0.431666349166727,0.265596363421379,0.919007821098325,0.946072502221363,"1","45.43"
"497","AT3G02730.1","| Symbols: TRXF1, ATF1 | thioredoxin F-type 1 | chr3:588570-589591 REVERSE LENGTH=178",1064101.33333333,458462,1297706.66666667,0.430844305554859,1.21953297680923,0.992865749500518,0.0426541309107528,"3","80.54"
"498","AT3G46280.1","| Symbols:  | protein kinase-related | chr3:17005672-17008410 REVERSE LENGTH=471",35468.6666666667,15234.3333333333,54872.6666666667,0.429515252899273,1.54707441309701,0.951564928898974,0.047398628878916,"1","20.72"
"499","AT3G07470.1","| Symbols:  | Protein of unknown function, DUF538 | chr3:2387291-2388343 REVERSE LENGTH=169",340494,144256.666666667,306076,0.423668747956401,0.898917455226818,0.991967874720355,0.84651696225016,"1","63.47"
"500","AT2G04690.1","| Symbols:  | Pyridoxamine 5'-phosphate oxidase family protein | chr2:1644628-1646179 FORWARD LENGTH=210",247078.666666667,104223.666666667,137338.333333333,0.421823818594887,0.555848609619608,0.998963510849575,0.998231350643142,"2","75.07"
"501","AT3G56070.1","| Symbols: ROC2 | rotamase cyclophilin 2 | chr3:20806987-20807517 REVERSE LENGTH=176",253293,106582.666666667,207329.666666667,0.420788046517933,0.818536898637809,0.977932389742988,0.854659006612886,"4","146.89"
"502","AT1G62820.1","| Symbols:  | Calcium-binding EF-hand family protein | chr1:23263822-23264268 REVERSE LENGTH=148",60745.6666666667,25488.6666666667,88183.6666666667,0.419596459555414,1.45168654005498,0.988892647574836,0.010363928584198,"1","179.88"
"503","AT2G17840.1","| Symbols: ERD7 | Senescence/dehydration-associated protein-related | chr2:7755923-7757798 REVERSE LENGTH=452",7702.66666666667,3220,4794,0.418037043448156,0.622381859096417,0.969368527107607,0.941276442527285,"1","38.27"
"504","AT5G11720.1","| Symbols:  | Glycosyl hydrolases family 31  protein | chr5:3776840-3780025 FORWARD LENGTH=902",129180.333333333,53838.3333333333,38676.3333333333,0.416768806397259,0.299397999179442,0.999994932630754,0.999963443693664,"2","52.76"
"505","AT1G16880.1","| Symbols:  | uridylyltransferase-related | chr1:5773796-5776125 FORWARD LENGTH=290",89611.3333333333,36875.3333333333,328194,0.411503009291979,3.66241621223506,0.968431418226372,0.000498406803713719,"3","85.47"
"506","AT1G03870.1","| Symbols: FLA9 | FASCICLIN-like arabinoogalactan 9 | chr1:982625-983368 REVERSE LENGTH=247",357935.666666667,146102.666666667,129165,0.408181358475033,0.360860936835018,0.983635225817271,0.984531647797145,"1","46.62"
"507","AT3G08770.1","| Symbols: LTP6 | lipid transfer protein 6 | chr3:2664349-2664784 REVERSE LENGTH=113",77576,31429.6666666667,29491.6666666667,0.40514678079131,0.380164827609914,0.988469500192347,0.988676998472621,"1","39.48"
"508","AT2G43560.1","| Symbols:  | FKBP-like peptidyl-prolyl cis-trans isomerase family protein | chr2:18073995-18075385 REVERSE LENGTH=223",212728.333333333,86073,355162.333333333,0.404614649357161,1.6695582002084,0.999913334916592,0.000154780931196465,"4","124.59"
"509","AT5G26000.1","| Symbols: TGG1, BGLU38 | thioglucoside glucohydrolase 1 | chr5:9079678-9082347 REVERSE LENGTH=541",4985575.66666667,2003440,3740422.66666667,0.401847275811078,0.750248901380629,0.999502847208712,0.997056924896184,"10","665.34"
"510","AT2G36530.1","| Symbols: LOS2, ENO2 | Enolase | chr2:15321081-15323786 REVERSE LENGTH=444",746836.666666667,297973,622542.666666667,0.39898014291389,0.833572713355441,0.993471165035284,0.926460975631062,"9","367.65"
"511","AT1G45145.1","| Symbols: ATTRX5, ATH5, LIV1, TRX5 | thioredoxin H-type 5 | chr1:17075264-17076256 REVERSE LENGTH=118",102740.333333333,40355.3333333333,163621.333333333,0.392789589288206,1.59257156391031,0.986043746520908,0.00858882627603181,"3","190.18"
"512","AT1G19570.1","| Symbols: DHAR1, ATDHAR1, DHAR5 | dehydroascorbate reductase | chr1:6773462-6774413 REVERSE LENGTH=213",3378263.33333333,1320238.66666667,831590.333333333,0.39080395351063,0.246159121205274,0.99999872902657,0.99997123164978,"5","270.6"
"513","AT1G19550.1","| Symbols: DHAR1, ATDHAR1, DHAR5 | dehydroascorbate reductase | chr1:6773462-6774413 REVERSE LENGTH=213",3378263.33333333,1320238.66666667,831590.333333333,0.39080395351063,0.246159121205274,0.99999872902657,0.99997123164978,"5","270.6"
"514","AT1G78380.1","| Symbols: ATGSTU19, GST8, GSTU19 | glutathione S-transferase TAU 19 | chr1:29486659-29487819 REVERSE LENGTH=219",2651842,1034351,2891302.33333333,0.390050010520989,1.09029962318016,0.999983955040096,0.00434412077229456,"5","155.69"
"515","AT1G78320.1","| Symbols: ATGSTU19, GST8, GSTU19 | glutathione S-transferase TAU 19 | chr1:29486659-29487819 REVERSE LENGTH=219",2651842,1034351,2891302.33333333,0.390050010520989,1.09029962318016,0.999983955040096,0.00434412077229456,"5","155.69"
"516","AT5G15530.1","| Symbols: BCCP2, CAC1-B | biotin carboxyl carrier protein 2 | chr5:5038955-5040437 FORWARD LENGTH=255",69897.3333333333,27260,53268,0.390000572267898,0.762089159338458,0.984883422720337,0.917759113889719,"1","32.99"
"517","AT3G20390.1","| Symbols:  | endoribonuclease L-PSP family protein | chr3:7110227-7111695 REVERSE LENGTH=187",2789268.33333333,1074234,1549746.33333333,0.385131106664173,0.555610342258215,0.986629661365681,0.975330236425695,"7","306.31"
"518","AT3G60750.1","| Symbols:  | Transketolase | chr3:22454004-22456824 FORWARD LENGTH=741",1738112.33333333,668228.333333333,1035990.33333333,0.38445635562105,0.59604337042274,0.997789410327782,0.995421679738625,"8","269.58"
"519","AT2G45290.1","| Symbols:  | Transketolase | chr3:22454004-22456824 FORWARD LENGTH=741",1738112.33333333,668228.333333333,1035990.33333333,0.38445635562105,0.59604337042274,0.997789410327782,0.995421679738625,"8","269.58"
"520","AT3G48990.1","| Symbols:  | AMP-dependent synthetase and ligase family protein | chr3:18159031-18161294 REVERSE LENGTH=514",168644,64542.6666666667,126609.666666667,0.38271546373821,0.750751089079165,0.970973723352778,0.875071056283671,"3","66.43"
"521","AT5G09660.1","| Symbols: PMDH2 | peroxisomal NAD-malate dehydrogenase 2 | chr5:2993645-2995551 REVERSE LENGTH=354",62590.6666666667,23856.3333333333,81809.3333333333,0.381148414034041,1.30705323477409,0.903429748006493,0.220081950041427,"2","54.63"
"522","AT2G22780.1","| Symbols: PMDH2 | peroxisomal NAD-malate dehydrogenase 2 | chr5:2993645-2995551 REVERSE LENGTH=354",62590.6666666667,23856.3333333333,81809.3333333333,0.381148414034041,1.30705323477409,0.903429748006493,0.220081950041427,"2","54.63"
"523","AT3G19390.1","| Symbols:  | Granulin repeat cysteine protease family protein | chr3:6723024-6724768 FORWARD LENGTH=452",54533.3333333333,20668,4794,0.378997555012225,0.0879095354523227,0.959629825183821,0.979027369593454,"1","29.45"
"524","AT1G23440.1","| Symbols:  | Peptidase C15, pyroglutamyl peptidase I-like | chr1:8321940-8324019 FORWARD LENGTH=217",23434,8784,25118.3333333333,0.374839976103098,1.07187562231515,0.993098112971759,0.238092039429841,"1","50.46"
"525","AT5G58070.1","| Symbols: ATTIL, TIL | temperature-induced lipocalin | chr5:23500512-23501156 REVERSE LENGTH=186",76728.6666666667,28629.3333333333,55098.6666666667,0.37312434292268,0.718097538512333,0.994238864611598,0.962473984282239,"2","65.35"
"526","AT5G36700.1","| Symbols: ATPGLP1, PGLP1 | 2-phosphoglycolate phosphatase 1 | chr5:14421929-14424430 REVERSE LENGTH=362",1561126,577089.333333333,1641774.66666667,0.369662239520278,1.05166057490982,0.998577907980627,0.202536393832301,"6","271.19"
"527","AT5G36700.3","| Symbols: ATPGLP1, PGLP1 | 2-phosphoglycolate phosphatase 1 | chr5:14421929-14424430 REVERSE LENGTH=362",1561126,577089.333333333,1641774.66666667,0.369662239520278,1.05166057490982,0.998577907980627,0.202536393832301,"6","271.19"
"528","AT5G16440.1","| Symbols: IPP1 | isopentenyl diphosphate isomerase 1 | chr5:5371765-5373575 FORWARD LENGTH=291",49616.6666666667,18326,33461.3333333333,0.369351696338596,0.674397044004031,0.732865568322249,0.63106196380859,"1","84.55"
"529","AT4G23650.1","| Symbols: CDPK6, CPK3 | calcium-dependent protein kinase 6 | chr4:12324967-12327415 REVERSE LENGTH=529",386967,142876.333333333,344268,0.369220975776574,0.889657257595609,0.984077402785003,0.776436981899887,"3","197.25"
"530","AT1G01050.1","| Symbols: AtPPa1, PPa1 | pyrophosphorylase 1 | chr1:31382-32670 REVERSE LENGTH=212",179823.666666667,65802.6666666667,92810.3333333333,0.365928845109376,0.516118568004582,0.990301843255024,0.9840342414486,"1","53.61"
"531","AT2G18230.1","| Symbols: AtPPa1, PPa1 | pyrophosphorylase 1 | chr1:31382-32670 REVERSE LENGTH=212",179823.666666667,65802.6666666667,92810.3333333333,0.365928845109376,0.516118568004582,0.990301843255024,0.9840342414486,"1","53.61"
"532","AT1G13060.1","| Symbols: PBE1 | 20S proteasome beta subunit E1 | chr1:4452641-4454663 FORWARD LENGTH=274",143151.333333333,52313,53847.6666666667,0.365438440438324,0.376159029837887,0.996604777279967,0.994398221299473,"1","24.68"
"533","AT3G12040.1","| Symbols:  | DNA-3-methyladenine glycosylase (MAG) | chr3:3835349-3836781 REVERSE LENGTH=254",1199290,433378.333333333,199700.666666667,0.361362417207959,0.166515744037444,0.998894752653252,0.999140765082531,"1","16.22"
"534","AT1G78850.1","| Symbols:  | D-mannose binding lectin protein with Apple-like carbohydrate-binding domain | chr1:29642072-29643397 REVERSE LENGTH=441",423317.666666667,151943,126439.666666667,0.35893375581616,0.2986874317396,0.973057297268235,0.976925407189547,"2","155.54"
"535","AT1G13440.1","| Symbols: GAPC-2, GAPC2 | glyceraldehyde-3-phosphate dehydrogenase C2 | chr1:4608465-4610494 REVERSE LENGTH=338",572535,204641.333333333,168294.333333333,0.357430258994356,0.293945930525354,0.981124051113373,0.984034490987695,"2","135.74"
"536","AT1G49760.1","| Symbols: PAB8, PABP8 | poly(A) binding protein 8 | chr1:18416740-18419753 FORWARD LENGTH=671",284759.666666667,101560.666666667,165295.666666667,0.3566539737018,0.580474294697634,0.99586293150379,0.992188595017937,"2","99.78"
"537","AT3G44300.1","| Symbols: NIT2, AtNIT2 | nitrilase 2 | chr3:15983351-15985172 FORWARD LENGTH=339",10419.3333333333,3697.33333333333,57568,0.354853157591657,5.52511357092584,0.988008500361729,0.00023107377035293,"1","100.07"
"538","AT5G28540.1","| Symbols: BIP1 | heat shock protein 70 (Hsp 70) family protein | chr5:10540665-10543274 REVERSE LENGTH=669",786242.666666667,278382,367514,0.35406625944153,0.467430750811454,0.999963624473886,0.999909492707043,"7","212.08"
"539","AT1G09080.1","| Symbols: BIP1 | heat shock protein 70 (Hsp 70) family protein | chr5:10540665-10543274 REVERSE LENGTH=669",786242.666666667,278382,367514,0.35406625944153,0.467430750811454,0.999963624473886,0.999909492707043,"7","212.08"
"540","AT5G42020.1","| Symbols: BIP1 | heat shock protein 70 (Hsp 70) family protein | chr5:10540665-10543274 REVERSE LENGTH=669",786242.666666667,278382,367514,0.35406625944153,0.467430750811454,0.999963624473886,0.999909492707043,"7","212.08"
"541","AT5G42020.2","| Symbols: BIP1 | heat shock protein 70 (Hsp 70) family protein | chr5:10540665-10543274 REVERSE LENGTH=669",786242.666666667,278382,367514,0.35406625944153,0.467430750811454,0.999963624473886,0.999909492707043,"7","212.08"
"542","AT2G33040.1","| Symbols: ATP3 | gamma subunit of Mt ATP synthase | chr2:14018978-14021047 REVERSE LENGTH=325",51846.3333333333,18232,13221.3333333333,0.351654568950553,0.25500999749259,0.987473291454314,0.987779472590837,"1","27.51"
"543","ATCG00830.1","| Symbols: RPL2.1 | ribosomal protein L2 | chrC:84337-85843 REVERSE LENGTH=274",92735,32421.3333333333,59201,0.349612695674053,0.63838895778293,0.985103655895837,0.955029498633735,"1","36.47"
"544","AT3G12490.1","| Symbols: ATCYSB, ATCYS6, CYSB | cystatin B | chr3:3960523-3961777 REVERSE LENGTH=201",500.333333333333,173.666666666667,554.333333333333,0.347101932045303,1.10792804796802,0.989160961794666,0.335755058601507,"1","16.59"
"545","ATCG00120.1","| Symbols: ATPA | ATP synthase subunit alpha | chrC:9938-11461 REVERSE LENGTH=507",4410903.33333333,1520399.33333333,730070.666666667,0.34469114792057,0.165515000328731,0.988948733942752,0.992931897966715,"7","273.25"
"546","AT3G55440.1","| Symbols: ATCTIMC, TPI, CYTOTPI | triosephosphate isomerase | chr3:20553794-20556078 FORWARD LENGTH=254",4197373.33333333,1438575,2738016.66666667,0.342732200773182,0.652316686943898,0.997424829272339,0.990228695908363,"8","516.59"
"547","AT5G24490.1","| Symbols:  | 30S ribosomal protein, putative | chr5:8365690-8367178 FORWARD LENGTH=308",620764.333333333,212257.666666667,632359.333333333,0.341929545995179,1.01867858602271,0.990072652412465,0.441779618038777,"3","105.25"
"548","AT2G44210.1","| Symbols:  | Protein of Unknown Function (DUF239) | chr2:18280809-18282591 FORWARD LENGTH=415",61239,20527.6666666667,11801.3333333333,0.335205778452729,0.192709438974074,0.919104571401707,0.94064370160799,"1","24.76"
"549","AT2G30870.1","| Symbols: ATGSTF10, ERD13, ATGSTF4, GSTF10 | glutathione S-transferase PHI 10 | chr2:13141490-13142392 FORWARD LENGTH=215",427114.666666667,142641.333333333,253966.333333333,0.33396496179012,0.594609254033265,0.990450972872262,0.974485524980524,"3","98.01"
"550","AT2G30860.1","| Symbols: ATGSTF10, ERD13, ATGSTF4, GSTF10 | glutathione S-transferase PHI 10 | chr2:13141490-13142392 FORWARD LENGTH=215",427114.666666667,142641.333333333,253966.333333333,0.33396496179012,0.594609254033265,0.990450972872262,0.974485524980524,"3","98.01"
"551","AT2G20260.1","| Symbols: PSAE-2 | photosystem I subunit E-2 | chr2:8736780-8737644 FORWARD LENGTH=145",28897.3333333333,9650,24371.3333333333,0.333940848059798,0.84337655146957,0.964246458955479,0.745502175868832,"1","70.64"
"552","AT1G12080.2","| Symbols:  | Vacuolar calcium-binding protein-related | chr1:4084289-4084888 FORWARD LENGTH=138",2804735,932279.333333333,735098.666666667,0.332394801410234,0.262092021765574,0.991958572179424,0.993355282093382,"4","280.9"
"553","AT1G12080.1","| Symbols:  | Vacuolar calcium-binding protein-related | chr1:4084289-4084888 FORWARD LENGTH=138",2804735,932279.333333333,735098.666666667,0.332394801410234,0.262092021765574,0.991958572179424,0.993355282093382,"4","280.9"
"554","AT5G55480.1","| Symbols: SVL1 | SHV3-like 1 | chr5:22474277-22477819 FORWARD LENGTH=766",61302,20297,25012.3333333333,0.331098495970768,0.408018226702772,0.99775519692128,0.995631165835514,"1","16.62"
"555","AT2G26670.1","| Symbols: HY1, ATHO1, HO1, TED4, GUN2, HY6 | Plant haem oxygenase (decyclizing) family protein | chr2:11341816-11343394 FORWARD LENGTH=282",320176.333333333,105853.666666667,170230.333333333,0.33061052815688,0.531676815588077,0.996872638015558,0.995923473847578,"2","50.99"
"556","AT1G58300.1","| Symbols: HY1, ATHO1, HO1, TED4, GUN2, HY6 | Plant haem oxygenase (decyclizing) family protein | chr2:11341816-11343394 FORWARD LENGTH=282",320176.333333333,105853.666666667,170230.333333333,0.33061052815688,0.531676815588077,0.996872638015558,0.995923473847578,"2","50.99"
"557","AT2G26540.1","| Symbols: HEMD, UROS, ATUROS, ATDUF3, DUF3 | uroporphyrinogen-III synthase family protein | chr2:11287666-11290224 REVERSE LENGTH=321",579102.666666667,191436,414334,0.330573507979011,0.715475897192668,0.999274969983146,0.987002741182979,"1","20.35"
"558","AT5G03630.1","| Symbols: ATMDAR2 | Pyridine nucleotide-disulphide oxidoreductase family protein | chr5:922378-924616 REVERSE LENGTH=435",85645.3333333333,28164.3333333333,44980,0.328848429180808,0.525189152162406,0.992236044771789,0.986001086209239,"2","55.26"
"559","AT1G33120.1","| Symbols:  | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194",112340.666666667,36722,41577.3333333333,0.326880737755992,0.370100468218692,0.999032395784116,0.996876140161265,"2","36.66"
"560","AT3G59980.1","| Symbols:  | Nucleic acid-binding, OB-fold-like protein | chr3:22154528-22155570 REVERSE LENGTH=273",240074.666666667,78461,89605.3333333333,0.326819156262496,0.373239436619718,0.997914154871951,0.998233717264267,"1","50.66"
"561","AT3G17390.1","| Symbols: MTO3, SAMS3, MAT4 | S-adenosylmethionine synthetase family protein | chr3:5952484-5953665 REVERSE LENGTH=393",234351.666666667,76451,119181.666666667,0.326223410686219,0.508559074325622,0.999859210268839,0.999927872279529,"3","207.82"
"562","AT2G36880.1","| Symbols: MTO3, SAMS3, MAT4 | S-adenosylmethionine synthetase family protein | chr3:5952484-5953665 REVERSE LENGTH=393",234351.666666667,76451,119181.666666667,0.326223410686219,0.508559074325622,0.999859210268839,0.999927872279529,"3","207.82"
"563","AT2G42600.1","| Symbols: ATPPC2, PPC2 | phosphoenolpyruvate carboxylase 2 | chr2:17734541-17738679 REVERSE LENGTH=963",35641.6666666667,11595.6666666667,11839,0.32534019172317,0.332167407061024,0.995252222379768,0.996083206205511,"1","18.47"
"564","AT5G25754.1","| Symbols:  | RNA polymerase I-associated factor PAF67 | chr5:8953564-8955511 FORWARD LENGTH=514",26532.6666666667,8611.66666666667,5143.66666666667,0.324568456493882,0.193861654815448,0.997259248725021,0.998668448739286,"1","22.35"
"565","AT1G20200.1","| Symbols: EMB2719, HAP15 | PAM domain (PCI/PINT associated module) protein | chr1:7001409-7004154 REVERSE LENGTH=488",77490.3333333333,25025.6666666667,15073.6666666667,0.322952110155675,0.194523187838483,0.992445704322849,0.99442218601355,"1","18.08"
"566","AT4G04640.1","| Symbols: ATPC1 | ATPase, F1 complex, gamma subunit protein | chr4:2350761-2351882 REVERSE LENGTH=373",501016,161490.333333333,101934.333333333,0.322325700842555,0.203455245607592,0.99824630926264,0.998033666841486,"5","269.37"
"567","AT1G06430.1","| Symbols: FTSH8 | FTSH protease 8 | chr1:1960214-1962525 REVERSE LENGTH=685",13741.3333333333,4309.66666666667,35379.3333333333,0.313627983698816,2.57466524354745,0.993369310957527,0.000469575422763443,"1","24.65"
"568","AT3G25230.1","| Symbols: ROF1, ATFKBP62, FKBP62 | rotamase FKBP 1 | chr3:9188257-9191137 FORWARD LENGTH=551",67389,21037.3333333333,45666.3333333333,0.312177556178803,0.677652633713712,0.985181259835722,0.941214953776768,"2","32.9"
"569","AT1G02920.1","| Symbols: ATGSTF7, GST11, ATGSTF8, GSTF7, ATGST11 | glutathione S-transferase 7 | chr1:658886-659705 REVERSE LENGTH=209",621323,193056.666666667,804391.333333333,0.310718686845114,1.2946427757114,0.996378151061729,0.012017567878812,"3","96.73"
"570","AT1G02930.1","| Symbols: ATGSTF7, GST11, ATGSTF8, GSTF7, ATGST11 | glutathione S-transferase 7 | chr1:658886-659705 REVERSE LENGTH=209",621323,193056.666666667,804391.333333333,0.310718686845114,1.2946427757114,0.996378151061729,0.012017567878812,"3","96.73"
"571","AT3G16460.1","| Symbols:  | Mannose-binding lectin superfamily protein | chr3:5593029-5595522 FORWARD LENGTH=705",148346.666666667,46022.6666666667,25577.3333333333,0.310237282042064,0.172415962610102,0.999651659905417,0.99951664755622,"2","85.15"
"572","AT1G07700.1","| Symbols:  | Thioredoxin superfamily protein | chr1:2380214-2381127 FORWARD LENGTH=204",71401.6666666667,22062.3333333333,48194,0.308989052543125,0.674970238789944,0.973389738427314,0.90288898363836,"1","16.39"
"573","AT3G55800.1","| Symbols: SBPASE | sedoheptulose-bisphosphatase | chr3:20709640-20711421 FORWARD LENGTH=393",1197577,369740.666666667,413576,0.308740620992777,0.34534397370691,0.996593716990685,0.99610519345708,"4","124.84"
"574","AT4G04720.1","| Symbols: CPK21 | calcium-dependent protein kinase 21 | chr4:2394817-2397631 REVERSE LENGTH=531",123467,37858.6666666667,66256.6666666667,0.30662984171209,0.5366346203169,0.997613746752635,0.99433660925115,"1","28.17"
"575","AT3G57610.1","| Symbols: ADSS | adenylosuccinate synthase | chr3:21334519-21336603 REVERSE LENGTH=490",196472,60027.3333333333,92000,0.305526147915903,0.468260108310599,0.999909138073098,0.999977540421588,"1","76.59"
"576","AT2G45470.1","| Symbols: FLA8, AGP8 | FASCICLIN-like arabinogalactan protein 8 | chr2:18742797-18744059 REVERSE LENGTH=420",443853,135341,170016.666666667,0.304923026317272,0.383047240114783,0.999904605973195,0.999853637157157,"3","84.18"
"577","AT3G60900.1","| Symbols: FLA8, AGP8 | FASCICLIN-like arabinogalactan protein 8 | chr2:18742797-18744059 REVERSE LENGTH=420",443853,135341,170016.666666667,0.304923026317272,0.383047240114783,0.999904605973195,0.999853637157157,"3","84.18"
"578","AT1G08110.1","| Symbols:  | lactoylglutathione lyase family protein / glyoxalase I family protein | chr1:2535702-2537630 FORWARD LENGTH=185",121226.333333333,36914.3333333333,54867,0.304507546490174,0.452599682687205,0.999053674382427,0.998817398929825,"1","22.63"
"579","AT1G62480.1","| Symbols:  | Vacuolar calcium-binding protein-related | chr1:23128799-23129548 FORWARD LENGTH=152",17200712,5223640.66666667,4398688,0.303687467511035,0.255727088506569,0.989740388355979,0.990733700951212,"7","474.96"
"580","AT1G27130.1","| Symbols: ATGSTU13, GST12, GSTU13 | glutathione S-transferase tau 13 | chr1:9425582-9426597 FORWARD LENGTH=227",129613.666666667,38848.3333333333,41496.6666666667,0.299724051733228,0.320156567851641,0.999197516849343,0.999016989458418,"1","18.79"
"581","AT5G09650.1","| Symbols: AtPPa6, PPa6 | pyrophosphorylase 6 | chr5:2991331-2993117 REVERSE LENGTH=300",6526602.66666667,1947113,3060468,0.298334845775811,0.468922065017185,0.999250436691501,0.998580218534129,"8","356.14"
"582","AT1G22300.1","| Symbols: GRF10, 14-3-3EPSILON, GF14 EPSILON | general regulatory factor 10 | chr1:7879146-7881103 REVERSE LENGTH=254",542257.666666667,161284.333333333,208170,0.297431172019698,0.383894987192436,0.987131224540083,0.983740967010278,"4","277.27"
"583","AT1G22300.3","| Symbols: GRF10, 14-3-3EPSILON, GF14 EPSILON | general regulatory factor 10 | chr1:7879146-7881103 REVERSE LENGTH=254",542257.666666667,161284.333333333,208170,0.297431172019698,0.383894987192436,0.987131224540083,0.983740967010278,"4","277.27"
"584","AT2G28000.1","| Symbols: CPN60A, CH-CPN60A, SLP | chaperonin-60alpha | chr2:11926603-11929184 FORWARD LENGTH=586",525551.333333333,154450.666666667,142060.333333333,0.293883122105421,0.270307245597322,0.998990281877475,0.999255515231817,"4","206.96"
"585","AT1G47128.1","| Symbols: RD21, RD21A | Granulin repeat cysteine protease family protein | chr1:17283139-17285609 REVERSE LENGTH=462",939977.333333333,275201,779460,0.292774081077132,0.829232761641061,0.997274695828582,0.953167067653337,"5","174.36"
"586","AT1G32060.1","| Symbols: PRK | phosphoribulokinase | chr1:11532668-11534406 FORWARD LENGTH=395",4178556,1221302.33333333,2196546,0.292278560663859,0.52567106914446,0.991220109086874,0.981188015225784,"7","377.12"
"587","AT5G17920.1","| Symbols: ATCIMS, ATMETS, ATMS1 | Cobalamin-independent synthase family protein | chr5:5935771-5939195 FORWARD LENGTH=765",2488404.33333333,725779.333333333,940730,0.291664551299474,0.378045475728556,0.980378794659722,0.975150758440571,"6","495.22"
